120,"0,5","0,5",1,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,
677,120,"1,25",2,0,3,1,1,1,1,1,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4041",1,1,0,1,1,,,,,,,,1,0,0,,,,,,,,1,1,,,,,,,,1,1,,,,,,0,,,,"0,5825","0,6770","0,5825","0,6770",,"0,9183","0,9457","-0,0274",2,2,2,2,2,0,1,2,0,2,0,,,,,,,,,,,,,,8,4,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",7,4,"0,6363636364","0,3636363636","-0,6520766966","-1,459431619"
678,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4035",0,0,0,0,0,,,,,,,,0,0,1,,,,,,,,0,0,,,,,,,,0,0,,,,,,0,,,,"0,5843","0,6796","0,5843","0,6796",,"0,4138","0,4395","-0,0257",0,0,0,0,0,0,1,1,2,1,1,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237"
679,120,"1,25",2,0,3,1,1,1,1,1,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4044",1,1,0,0,1,,,,,,,,1,0,1,,,,,,,,1,0,,,,,,,,1,1,,,,,,0,,,,"0,5847","0,6761","0,5847","0,6761",,"0,9183","0,9457","-0,0274",2,2,2,2,2,0,0,0,2,2,0,,,,,,,,,,,,,,8,4,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",7,4,"0,6363636364","0,3636363636","-0,6520766966","-1,459431619"
680,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4038",0,0,0,0,0,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,0,,,,"0,5864","0,6787","0,5864","0,6787",,"0,4138","0,4395","-0,0257",0,0,0,0,0,1,1,0,1,0,2,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237"
681,120,"1,25",2,0,3,1,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4047",1,1,1,1,1,,,,,,,,1,1,0,,,,,,,,1,1,,,,,,,,1,1,,,,,,1,,,,"0,5856","0,6702","0,5856","0,6702",,"0,8113","0,8454","-0,0341",2,2,2,2,2,2,1,2,0,2,0,,,,,,,,,,,,,,9,3,"0,75","0,25","-0,4150374993",-2,8,3,"0,7272727273","0,2727272727","-0,4594316186","-1,874469118"
682,120,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4041",0,0,1,0,0,,,,,,,,0,1,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,1,,,,"0,5874","0,6769","0,5874","0,6769",,"0,4138","0,4395","-0,0257",0,0,0,0,0,2,0,1,0,0,0,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237"
683,120,"1,25",2,0,3,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4050",1,1,0,0,0,,,,,,,,1,0,0,,,,,,,,1,0,,,,,,,,1,0,,,,,,0,,,,"0,5884","0,6759","0,5884","0,6759",,"1,0000","0,9940","0,0060",2,2,2,2,2,1,0,0,1,0,0,,,,,,,,,,,,,,6,6,"0,5","0,5",-1,-1,5,6,"0,4545454545","0,5454545455","-1,137503524","-0,8744691179"
684,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4044",0,0,0,0,1,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,1,,,,,,0,,,,"0,5901","0,6772","0,5901","0,6772",,"0,4138","0,4395","-0,0257",0,0,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237"
685,120,"1,25",2,0,3,1,1,1,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4052",1,1,0,1,0,,,,,,,,1,0,1,,,,,,,,1,1,,,,,,,,1,0,,,,,,0,,,,"0,5906","0,6738","0,5906","0,6738",,"0,9183","0,9457","-0,0274",2,2,2,2,2,0,1,2,2,0,0,,,,,,,,,,,,,,8,4,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",7,4,"0,6363636364","0,3636363636","-0,6520766966","-1,459431619"
686,120,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4047",0,0,1,0,0,,,,,,,,0,1,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,1,,,,"0,5912","0,6705","0,5912","0,6705",,"0,6500","0,6840","-0,0340",0,0,0,0,0,2,1,0,1,0,2,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172"
687,120,"1,25",2,0,3,1,1,1,1,1,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4055",1,1,0,0,1,,,,,,,,1,0,0,,,,,,,,1,0,,,,,,,,1,1,,,,,,0,,,,"0,5905","0,6695","0,5905","0,6695",,"0,8113","0,8454","-0,0341",2,2,2,2,2,0,2,1,0,2,2,,,,,,,,,,,,,,9,3,"0,75","0,25","-0,4150374993",-2,8,3,"0,7272727273","0,2727272727","-0,4594316186","-1,874469118"
688,120,-1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4049",0,0,1,0,0,,,,,,,,0,1,1,,,,,,,,0,0,,,,,,,,0,0,,,,,,1,,,,"0,5894","0,6601","0,5894","0,6601",,"0,8113","0,8454","-0,0341",0,0,0,0,0,2,2,1,2,1,1,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186"
689,120,"1,25",2,0,3,1,1,1,1,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4058",1,1,0,1,1,,,,,,,,1,0,0,,,,,,,,1,1,,,,,,,,1,1,,,,,,0,,,,"0,5887","0,6706","0,5887","0,6706",,"0,8113","0,8454","-0,0341",2,2,2,2,2,0,0,2,0,2,2,,,,,,,,,,,,,,9,3,"0,75","0,25","-0,4150374993",-2,8,3,"0,7272727273","0,2727272727","-0,4594316186","-1,874469118"
690,120,-1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4052",0,0,0,1,0,,,,,,,,0,0,1,,,,,,,,0,1,,,,,,,,0,0,,,,,,0,,,,"0,5860","0,6514","0,5860","0,6514",,"0,9183","0,9457","-0,0274",0,0,0,0,0,0,2,2,2,1,2,,,,,,,,,,,,,,4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966"
691,120,"1,25",2,0,3,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4061",1,1,0,0,0,,,,,,,,1,0,1,,,,,,,,1,0,,,,,,,,1,0,,,,,,0,,,,"0,5865","0,6766","0,5865","0,6766",,"0,9183","0,9457","-0,0274",2,2,2,2,2,0,2,1,2,0,1,,,,,,,,,,,,,,8,4,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",7,4,"0,6363636364","0,3636363636","-0,6520766966","-1,459431619"
692,120,-1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4055",0,0,1,0,0,,,,,,,,0,1,1,,,,,,,,0,0,,,,,,,,0,0,,,,,,1,,,,"0,5838","0,6532","0,5838","0,6532",,"0,9183","0,9457","-0,0274",0,0,0,0,0,2,2,1,2,0,2,,,,,,,,,,,,,,4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966"
693,120,"1,25",2,0,3,1,1,1,1,1,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4063",1,1,1,0,1,,,,,,,,1,1,0,,,,,,,,1,0,,,,,,,,1,1,,,,,,1,,,,"0,5842","0,6786","0,5842","0,6786",,"0,9183","0,9457","-0,0274",2,2,2,2,2,2,0,0,1,2,0,,,,,,,,,,,,,,8,4,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",7,4,"0,6363636364","0,3636363636","-0,6520766966","-1,459431619"
694,120,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4058",0,0,1,0,0,,,,,,,,0,1,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,1,,,,"0,5859","0,6810","0,5859","0,6810",,"0,4138","0,4395","-0,0257",0,0,0,0,0,2,0,0,0,1,1,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237"
695,120,"1,25",2,0,3,1,1,1,1,1,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4066",1,1,0,1,1,,,,,,,,1,0,0,,,,,,,,1,1,,,,,,,,1,1,,,,,,0,,,,"0,5852","0,6728","0,5852","0,6728",,"0,8113","0,8454","-0,0341",2,2,2,2,2,0,2,2,0,2,0,,,,,,,,,,,,,,9,3,"0,75","0,25","-0,4150374993",-2,8,3,"0,7272727273","0,2727272727","-0,4594316186","-1,874469118"
696,120,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4060",0,0,0,1,1,,,,,,,,0,0,0,,,,,,,,0,1,,,,,,,,0,1,,,,,,0,,,,"0,5859","0,6733","0,5859","0,6733",,"0,6500","0,6840","-0,0340",0,0,0,0,0,0,1,2,0,2,0,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172"
697,120,"1,25",2,0,3,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4069",1,1,0,0,0,,,,,,,,1,0,0,,,,,,,,1,0,,,,,,,,1,0,,,,,,0,,,,"0,5869","0,6801","0,5869","0,6801",,"1,0000","0,9940","0,0060",2,2,2,2,2,1,1,0,0,0,0,,,,,,,,,,,,,,6,6,"0,5","0,5",-1,-1,5,6,"0,4545454545","0,5454545455","-1,137503524","-0,8744691179"
698,120,-1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4063",0,0,1,0,0,,,,,,,,0,1,1,,,,,,,,0,0,,,,,,,,0,0,,,,,,1,,,,"0,5876","0,6752","0,5876","0,6752",,"0,6500","0,6840","-0,0340",0,0,0,0,0,2,1,0,2,0,0,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172"
699,120,"1,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4071",1,1,1,0,0,,,,,,,,1,1,0,,,,,,,,1,0,,,,,,,,1,0,,,,,,1,,,,"0,5885","0,6815","0,5885","0,6815",,"0,9799","0,9940","-0,0142",2,2,2,2,2,2,0,1,1,1,0,,,,,,,,,,,,,,7,5,"0,5833333333","0,4166666667","-0,7776075787","-1,263034406",6,5,"0,5454545455","0,4545454545","-0,8744691179","-1,137503524"
700,120,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4066",0,0,0,1,0,,,,,,,,0,0,0,,,,,,,,0,1,,,,,,,,0,0,,,,,,0,,,,"0,5892","0,6766","0,5892","0,6766",,"0,6500","0,6840","-0,0340",0,0,0,0,0,0,1,2,0,1,2,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172"
701,120,"1,25",2,0,3,1,1,1,1,1,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4074",1,1,0,1,1,,,,,,,,1,0,0,,,,,,,,1,1,,,,,,,,1,1,,,,,,0,,,,"0,5885","0,6763","0,5885","0,6763",,"0,8113","0,8454","-0,0341",2,2,2,2,2,0,2,2,1,2,0,,,,,,,,,,,,,,9,3,"0,75","0,25","-0,4150374993",-2,8,3,"0,7272727273","0,2727272727","-0,4594316186","-1,874469118"
702,120,-1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4068",0,0,1,1,0,,,,,,,,0,1,0,,,,,,,,0,1,,,,,,,,0,0,,,,,,1,,,,"0,5892","0,6765","0,5892","0,6765",,"0,6500","0,6840","-0,0340",0,0,0,0,0,2,0,2,1,0,0,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172"
703,120,"1,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4077",1,1,1,0,0,,,,,,,,1,1,0,,,,,,,,1,0,,,,,,,,1,0,,,,,,1,,,,"0,5901","0,6830","0,5901","0,6830",,"0,9799","0,9940","-0,0142",2,2,2,2,2,2,1,1,0,1,1,,,,,,,,,,,,,,7,5,"0,5833333333","0,4166666667","-0,7776075787","-1,263034406",6,5,"0,5454545455","0,4545454545","-0,8744691179","-1,137503524"
704,120,-1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4071",0,0,1,0,0,,,,,,,,0,1,1,,,,,,,,0,0,,,,,,,,0,0,,,,,,1,,,,"0,5891","0,6675","0,5891","0,6675",,"0,8113","0,8454","-0,0341",0,0,0,0,0,2,2,0,2,1,0,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186"
705,120,"1,25",2,0,3,1,1,1,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4079",1,1,0,1,0,,,,,,,,1,0,1,,,,,,,,1,1,,,,,,,,1,0,,,,,,0,,,,"0,5895","0,6839","0,5895","0,6839",,"0,9183","0,9457","-0,0274",2,2,2,2,2,0,1,2,2,1,0,,,,,,,,,,,,,,8,4,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",7,4,"0,6363636364","0,3636363636","-0,6520766966","-1,459431619"
706,120,-1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4074",0,0,0,1,1,,,,,,,,0,0,1,,,,,,,,0,1,,,,,,,,0,1,,,,,,0,,,,"0,5885","0,6694","0,5885","0,6694",,"0,8113","0,8454","-0,0341",0,0,0,0,0,0,0,2,2,2,1,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186"
707,120,"1,25",2,0,3,1,1,1,1,1,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4082",1,1,1,0,0,,,,,,,,1,1,1,,,,,,,,1,0,,,,,,,,1,0,,,,,,1,,,,"0,5878","0,6811","0,5878","0,6811",,"0,8113","0,8454","-0,0341",2,2,2,2,2,2,1,1,2,0,2,,,,,,,,,,,,,,9,3,"0,75","0,25","-0,4150374993",-2,8,3,"0,7272727273","0,2727272727","-0,4594316186","-1,874469118"
708,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4076",0,0,0,0,1,,,,,,,,0,0,1,,,,,,,,0,0,,,,,,,,0,1,,,,,,0,,,,"0,5885","0,6811","0,5885","0,6811",,"0,6500","0,6840","-0,0340",0,0,0,0,0,1,1,0,2,2,1,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172"
709,120,"1,25",2,0,3,1,1,1,1,1,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4085",1,1,0,0,1,,,,,,,,1,0,0,,,,,,,,1,0,,,,,,,,1,1,,,,,,0,,,,"0,5889","0,6860","0,5889","0,6860",,"0,9183","0,9457","-0,0274",2,2,2,2,2,0,2,1,0,2,1,,,,,,,,,,,,,,8,4,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",7,4,"0,6363636364","0,3636363636","-0,6520766966","-1,459431619"
710,120,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4079",0,0,0,1,1,,,,,,,,0,0,0,,,,,,,,0,1,,,,,,,,0,1,,,,,,0,,,,"0,5879","0,6713","0,5879","0,6713",,"0,8113","0,8454","-0,0341",0,0,0,0,0,0,1,2,0,2,2,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186"
711,120,"1,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4087",1,1,1,0,0,,,,,,,,1,1,0,,,,,,,,1,0,,,,,,,,1,0,,,,,,1,,,,"0,5888","0,6899","0,5888","0,6899",,"0,9799","0,9940","-0,0142",2,2,2,2,2,2,0,1,0,1,0,,,,,,,,,,,,,,7,5,"0,5833333333","0,4166666667","-0,7776075787","-1,263034406",6,5,"0,5454545455","0,4545454545","-0,8744691179","-1,137503524"
712,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4081",0,0,0,0,1,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,1,,,,,,0,,,,"0,5904","0,6907","0,5904","0,6907",,"0,4138","0,4395","-0,0257",0,0,0,0,0,0,0,1,0,2,0,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237"
713,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4090",1,1,1,0,1,,,,,,,,1,1,0,,,,,,,,1,0,,,,,,,,1,1,,,,,,1,,,,"0,5897","0,6832","0,5897","0,6832",,"0,8113","0,8454","-0,0341",2,2,2,2,2,2,2,0,1,2,0,,,,,,,,,,,,,,9,3,"0,75","0,25","-0,4150374993",-2,8,3,"0,7272727273","0,2727272727","-0,4594316186","-1,874469118"
714,120,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4084",0,0,0,0,1,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,1,,,,,,0,,,,"0,5903","0,6829","0,5903","0,6829",,"0,6500","0,6840","-0,0340",0,0,0,0,0,0,2,0,1,2,0,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172"
715,120,"1,25",2,0,3,1,1,1,1,1,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4092",1,1,1,1,0,,,,,,,,1,1,0,,,,,,,,1,1,,,,,,,,1,0,,,,,,1,,,,"0,5907","0,6881","0,5907","0,6881",,"0,9183","0,9457","-0,0274",2,2,2,2,2,2,0,2,0,0,0,,,,,,,,,,,,,,8,4,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",7,4,"0,6363636364","0,3636363636","-0,6520766966","-1,459431619"
716,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4086",0,0,0,0,0,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,0,,,,"0,5896","0,6763","0,5896","0,6763",,"0,0000","0,0000","0,0000",0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,0,12,0,1,#NUM!,0,0,11,0,1,#NUM!,0
717,120,"1,25",2,0,3,1,1,1,1,1,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4095",1,1,1,0,1,,,,,,,,1,1,0,,,,,,,,1,0,,,,,,,,1,1,,,,,,1,,,,"0,5900","0,6873","0,5900","0,6873",,"0,9183","0,9457","-0,0274",2,2,2,2,2,2,0,1,1,2,0,,,,,,,,,,,,,,8,4,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",7,4,"0,6363636364","0,3636363636","-0,6520766966","-1,459431619"
718,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4089",0,0,0,0,1,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,1,,,,,,0,,,,"0,5915","0,6892","0,5915","0,6892",,"0,4138","0,4395","-0,0257",0,0,0,0,0,0,0,1,0,2,0,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237"
719,120,"1,25",2,0,3,1,1,1,1,1,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4097",1,1,1,0,1,,,,,,,,1,1,0,,,,,,,,1,0,,,,,,,,1,1,,,,,,1,,,,"0,5909","0,6818","0,5909","0,6818",,"0,8113","0,8454","-0,0341",2,2,2,2,2,2,2,1,1,2,1,,,,,,,,,,,,,,9,3,"0,75","0,25","-0,4150374993",-2,8,3,"0,7272727273","0,2727272727","-0,4594316186","-1,874469118"
720,120,-1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4092",0,0,0,1,0,0,,,,,,,0,0,0,0,,,,,,,0,1,0,,,,,,,0,0,,,,,,0,0,,,"0,5903","0,6730","0,5903","0,6730",,"0,7793","0,8113","-0,0319",0,0,0,0,0,0,2,2,1,1,2,1,,,,,,,,,,,,,3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",3,9,"0,25","0,75",-2,"-0,4150374993"
721,120,"1,25",2,0,3,1,1,1,1,1,1,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4100",1,1,1,1,1,0,,,,,,,1,1,0,0,,,,,,,1,1,0,,,,,,,1,1,,,,,,1,0,,,"0,5892","0,6808","0,5892","0,6808",,"0,7793","0,8113","-0,0319",2,2,2,2,2,2,1,2,0,2,2,0,,,,,,,,,,,,,10,3,"0,7692307692","0,2307692308","-0,3785116233","-2,115477217",9,3,"0,75","0,25","-0,4150374993",-2
722,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4094",0,0,0,0,0,1,,,,,,,0,0,0,1,,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,5901","0,6834","0,5901","0,6834",,"0,6194","0,6500","-0,0306",0,0,0,0,0,0,1,1,0,1,2,2,,,,,,,,,,,,,2,11,"0,1538461538","0,8461538462","-2,700439718","-0,2410080995",2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058"
723,120,"1,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4102",1,1,1,0,0,1,,,,,,,1,1,0,1,,,,,,,1,0,1,,,,,,,1,0,,,,,,1,1,,,"0,5908","0,6883","0,5908","0,6883",,"0,9612","0,9799","-0,0186",2,2,2,2,2,2,0,1,0,1,1,2,,,,,,,,,,,,,8,5,"0,6153846154","0,3846153846","-0,7004397181","-1,378511623",7,5,"0,5833333333","0,4166666667","-0,7776075787","-1,263034406"
724,120,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4097",0,0,0,0,1,1,,,,,,,0,0,0,1,,,,,,,0,0,1,,,,,,,0,1,,,,,,0,1,,,"0,5916","0,6844","0,5916","0,6844",,"0,6194","0,6500","-0,0306",0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,,,,2,11,"0,1538461538","0,8461538462","-2,700439718","-0,2410080995",2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058"
725,120,"1,25",2,0,3,1,1,1,1,1,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4105",1,1,1,0,1,0,,,,,,,1,1,0,0,,,,,,,1,0,0,,,,,,,1,1,,,,,,1,0,,,"0,5924","0,6894","0,5924","0,6894",,"0,9612","0,9799","-0,0186",2,2,2,2,2,2,1,1,1,2,1,0,,,,,,,,,,,,,8,5,"0,6153846154","0,3846153846","-0,7004397181","-1,378511623",7,5,"0,5833333333","0,4166666667","-0,7776075787","-1,263034406"
726,120,-1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4099",0,0,0,1,1,0,,,,,,,0,0,1,0,,,,,,,0,1,0,,,,,,,0,1,,,,,,0,0,,,"0,5903","0,6658","0,5903","0,6658",,"0,8905","0,9183","-0,0278",0,0,0,0,0,0,1,2,2,2,2,1,,,,,,,,,,,,,4,9,"0,3076923077","0,6923076923","-1,700439718","-0,5305147167",4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007"
