Entrada,Resultado
4.0,1
3.63,1
2.2,1
1.26,0
4.0,1
1.23,0
2.17,1
1.17,0
1.17,0
3.76,1
1.88,0
1.96,0
1.87,0
2.7,1
4.0,1
4.0,1
1.69,0
1.69,0
1.02,0
4.0,1
1.38,0
2.8,1
2.46,1
1.75,0
1.33,0
4.0,1
3.86,1
4.0,1
1.2,0
1.18,0
1.0,0
2.2,1
1.49,0
2.02,1
2.15,1
1.09,0
1.48,0
2.44,1
4.0,1
1.13,0
1.2,0
1.68,0
2.09,1
1.37,0
2.69,1
2.44,1
4.0,1
4.0,1
4.0,1
4.0,1
1.97,0
3.76,1
1.24,0
1.12,0
4.0,1
4.0,1
1.51,0
1.9,0
1.2,0
1.34,0
4.0,1
1.22,0
1.81,0
2.23,1
2.2,1
1.32,0
3.21,1
2.32,1
1.15,0
1.01,0
1.61,0
1.19,0
4.0,1
1.88,0
1.27,0
1.31,0
1.94,0
3.2,1
2.57,1
4.0,1
3.45,1
1.2,0
1.21,0
2.66,1
1.3,0
3.66,1
4.0,1
4.0,1
2.18,1
1.52,0
1.0,0
4.0,1
4.0,1
4.0,1
4.0,1
2.62,1
1.06,0
2.55,1
4.0,1
4.0,1
4.0,1
1.05,0
1.05,0
3.3,1
1.06,0
1.11,0
2.36,1
2.02,1
1.53,0
1.0,0
2.04,1
4.0,1
1.31,0
1.38,0
1.23,0
1.84,0
4.0,1
1.95,0
4.0,1
1.5,0
4.0,1
4.0,1
4.0,1
1.92,0
3.45,1
4.0,1
1.23,0
2.54,1
4.0,1
2.45,1
3.2,1
4.0,1
3.8,1
1.59,0
1.27,0
1.65,0
2.64,1
4.0,1
2.55,1
1.62,0
1.93,0
2.43,1
4.0,1
1.83,0
1.35,0
4.0,1
1.48,0
1.02,0
1.46,0
1.25,0
4.0,1
1.32,0
1.28,0
4.0,1
3.72,1
1.98,0
2.01,1
3.01,1
1.0,0
1.49,0
1.31,0
1.08,0
3.01,1
2.17,1
2.19,1
1.9,0
1.73,0
1.89,0
1.74,0
1.5,0
1.39,0
1.86,0
4.0,1
4.0,1
1.58,0
3.04,1
1.58,0
1.42,0
2.13,1
1.2,0
1.0,0
4.0,1
2.21,1
4.0,1
4.0,1
1.53,0
2.31,1
1.23,0
1.46,0
3.77,1
1.34,0
4.0,1
4.0,1
2.33,1
4.0,1
1.2,0
1.46,0
2.49,1
1.55,0
1.58,0
1.05,0
4.0,1
1.39,0
1.21,0
1.83,0
1.13,0
1.12,0
3.35,1
1.14,0
4.0,1
3.56,1
1.0,0
1.43,0
1.59,0
3.86,1
1.4,0
1.13,0
1.47,0
1.7,0
4.0,1
1.18,0
1.52,0
2.16,1
1.1,0
4.0,1
1.21,0
2.29,1
1.11,0
2.01,1
1.01,0
1.64,0
1.05,0
1.12,0
1.77,0
1.72,0
2.17,1
4.0,1
4.0,1
1.15,0
4.0,1
2.22,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
1.91,0
2.32,1
4.0,1
1.15,0
1.36,0
2.12,1
1.58,0
1.02,0
1.26,0
4.0,1
4.0,1
3.6,1
4.0,1
4.0,1
1.28,0
1.3,0
1.71,0
1.73,0
4.0,1
4.0,1
2.97,1
1.97,0
1.68,0
1.35,0
4.0,1
1.01,0
4.0,1
1.19,0
4.0,1
1.65,0
4.0,1
2.15,1
1.1,0
1.05,0
1.25,0
1.36,0
1.11,0
1.9,0
2.36,1
3.12,1
1.0,0
4.0,1
1.53,0
1.78,0
4.0,1
1.52,0
1.0,0
2.45,1
1.82,0
4.0,1
4.0,1
1.01,0
1.96,0
1.13,0
1.5,0
4.0,1
4.0,1
1.24,0
1.02,0
1.1,0
4.0,1
1.14,0
4.0,1
1.08,0
1.0,0
4.0,1
1.23,0
2.02,1
1.53,0
4.0,1
1.28,0
1.07,0
1.23,0
4.0,1
2.99,1
1.08,0
3.92,1
1.52,0
2.38,1
1.98,0
2.69,1
1.77,0
1.13,0
4.0,1
1.62,0
1.86,0
1.57,0
3.63,1
1.5,0
1.06,0
1.01,0
2.5,1
2.18,1
2.17,1
4.0,1
1.14,0
1.69,0
4.0,1
4.0,1
1.22,0
1.39,0
1.77,0
2.06,1
1.14,0
1.76,0
4.0,1
2.72,1
1.74,0
4.0,1
2.81,1
1.28,0
1.0,0
1.23,0
4.0,1
4.0,1
2.23,1
1.12,0
4.0,1
2.74,1
2.06,1
4.0,1
1.47,0
4.0,1
2.04,1
1.3,0
4.0,1
1.11,0
1.25,0
1.84,0
4.0,1
4.0,1
1.12,0
3.66,1
4.0,1
1.24,0
1.08,0
1.42,0
1.35,0
1.1,0
1.31,0
1.48,0
2.24,1
4.0,1
1.67,0
1.99,0
1.0,0
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
2.63,1
1.26,0
4.0,1
4.0,1
1.75,0
4.0,1
4.0,1
3.06,1
3.79,1
1.29,0
2.96,1
3.76,1
2.15,1
1.0,0
2.37,1
1.49,0
1.44,0
4.0,1
1.55,0
2.46,1
2.98,1
4.0,1
4.0,1
1.5,0
1.92,0
1.16,0
1.28,0
2.51,1
4.0,1
4.0,1
4.0,1
1.49,0
1.6,0
1.28,0
2.16,1
1.0,0
2.34,1
1.3,0
