Entrada,Resultado
1.21,0
4.0,1
1.05,0
4.0,1
1.29,0
4.0,1
4.0,1
1.42,0
4.0,1
2.52,1
4.0,1
1.35,0
1.33,0
1.28,0
1.41,0
1.17,0
1.37,0
1.44,0
4.0,1
2.34,1
1.32,0
3.98,1
3.94,1
1.75,0
4.0,1
1.6,0
1.14,0
1.01,0
1.06,0
3.24,1
1.32,0
2.32,1
1.79,0
1.23,0
1.59,0
1.06,0
1.31,0
2.29,1
2.36,1
2.64,1
1.07,0
1.23,0
1.19,0
4.0,1
1.13,0
1.28,0
1.03,0
4.0,1
2.35,1
2.58,1
1.89,0
4.0,1
1.69,0
1.55,0
1.37,0
2.12,1
1.45,0
1.25,0
1.6,0
1.62,0
1.14,0
4.0,1
3.72,1
2.04,1
1.18,0
2.74,1
1.04,0
3.22,1
1.07,0
1.27,0
4.0,1
4.0,1
4.0,1
1.41,0
1.46,0
4.0,1
1.68,0
2.14,1
1.91,0
1.08,0
1.72,0
2.93,1
2.39,1
4.0,1
1.02,0
1.65,0
4.0,1
2.38,1
1.33,0
4.0,1
2.53,1
4.0,1
3.56,1
1.99,0
1.17,0
1.1,0
4.0,1
4.0,1
4.0,1
1.42,0
1.52,0
1.34,0
2.46,1
2.71,1
4.0,1
1.37,0
1.45,0
4.0,1
1.8,0
1.44,0
4.0,1
1.92,0
1.54,0
4.0,1
1.21,0
1.12,0
1.1,0
4.0,1
4.0,1
4.0,1
1.29,0
1.02,0
1.11,0
3.2,1
3.46,1
3.56,1
2.34,1
1.84,0
1.13,0
4.0,1
3.29,1
2.73,1
1.45,0
1.23,0
1.2,0
1.7,0
4.0,1
1.05,0
4.0,1
1.29,0
1.96,0
1.3,0
1.76,0
4.0,1
3.55,1
4.0,1
2.66,1
4.0,1
4.0,1
1.52,0
1.84,0
3.76,1
1.11,0
1.29,0
1.45,0
1.2,0
1.34,0
3.84,1
1.33,0
1.62,0
1.94,0
1.67,0
1.35,0
1.34,0
4.0,1
3.92,1
2.06,1
3.45,1
1.09,0
1.12,0
1.04,0
3.36,1
1.2,0
2.17,1
4.0,1
1.0,0
3.86,1
4.0,1
2.93,1
1.35,0
2.55,1
2.12,1
1.86,0
1.21,0
1.43,0
4.0,1
1.58,0
1.07,0
1.35,0
2.46,1
2.29,1
1.06,0
4.0,1
2.74,1
1.26,0
4.0,1
1.47,0
4.0,1
4.0,1
2.49,1
1.68,0
1.12,0
4.0,1
4.0,1
4.0,1
1.32,0
2.24,1
1.45,0
1.13,0
1.62,0
1.07,0
1.0,0
1.54,0
2.88,1
1.18,0
4.0,1
4.0,1
1.26,0
1.15,0
1.35,0
3.35,1
2.75,1
1.26,0
2.78,1
2.0,1
4.0,1
2.37,1
1.8,0
2.12,1
2.03,1
2.76,1
2.16,1
4.0,1
4.0,1
1.14,0
4.0,1
3.39,1
4.0,1
1.41,0
1.26,0
4.0,1
4.0,1
1.55,0
1.14,0
4.0,1
1.63,0
3.3,1
3.58,1
3.85,1
1.5,0
1.0,0
2.98,1
1.45,0
1.56,0
3.2,1
1.07,0
2.15,1
1.31,0
1.7,0
1.02,0
1.0,0
1.66,0
2.03,1
1.23,0
4.0,1
1.0,0
4.0,1
1.06,0
1.14,0
2.9,1
1.18,0
3.18,1
1.75,0
3.86,1
4.0,1
1.15,0
2.05,1
1.02,0
4.0,1
1.45,0
4.0,1
2.18,1
4.0,1
1.75,0
2.02,1
1.14,0
4.0,1
1.5,0
1.72,0
4.0,1
1.18,0
3.95,1
3.03,1
3.5,1
4.0,1
1.19,0
1.16,0
4.0,1
1.88,0
4.0,1
4.0,1
1.73,0
2.97,1
2.75,1
1.82,0
1.17,0
4.0,1
