Entrada,Resultado
1.13,0
1.14,0
1.37,0
1.86,0
1.0,0
4.0,1
1.3,0
1.79,0
4.0,1
1.05,0
4.0,1
1.92,0
1.62,0
2.05,1
1.74,0
1.0,0
1.84,0
4.0,1
2.58,1
1.86,0
4.0,1
1.01,0
4.0,1
1.7,0
2.68,1
1.29,0
2.05,1
4.0,1
1.66,0
1.66,0
2.92,1
4.0,1
1.2,0
1.11,0
4.0,1
1.66,0
1.02,0
1.31,0
1.31,0
4.0,1
2.42,1
3.66,1
2.25,1
1.23,0
1.25,0
1.58,0
2.93,1
2.21,1
1.53,0
1.33,0
1.0,0
3.84,1
4.0,1
1.23,0
1.05,0
1.24,0
3.22,1
1.23,0
1.24,0
2.32,1
4.0,1
4.0,1
1.36,0
1.25,0
4.0,1
1.04,0
4.0,1
2.57,1
1.5,0
1.21,0
1.11,0
4.0,1
2.71,1
4.0,1
4.0,1
1.87,0
4.0,1
2.63,1
2.83,1
1.79,0
1.04,0
1.05,0
1.33,0
4.0,1
1.66,0
1.1,0
4.0,1
1.89,0
4.0,1
1.68,0
1.76,0
1.02,0
1.24,0
2.07,1
2.56,1
1.37,0
2.1,1
3.2,1
1.52,0
1.07,0
1.0,0
1.47,0
4.0,1
1.14,0
1.24,0
3.26,1
1.45,0
3.81,1
1.73,0
1.03,0
4.0,1
1.47,0
1.94,0
4.0,1
1.36,0
4.0,1
1.53,0
1.12,0
2.93,1
4.0,1
4.0,1
2.14,1
4.0,1
1.15,0
1.45,0
1.4,0
1.4,0
4.0,1
4.0,1
1.42,0
4.0,1
1.52,0
4.0,1
4.0,1
1.3,0
2.55,1
1.69,0
1.16,0
1.3,0
2.32,1
1.34,0
4.0,1
4.0,1
3.74,1
1.51,0
2.74,1
2.4,1
2.34,1
1.26,0
1.01,0
1.65,0
4.0,1
2.12,1
4.0,1
1.83,0
1.57,0
4.0,1
4.0,1
1.13,0
1.14,0
1.46,0
1.78,0
1.01,0
2.47,1
1.74,0
1.77,0
4.0,1
2.03,1
2.17,1
1.55,0
1.04,0
2.83,1
2.44,1
3.87,1
1.93,0
1.0,0
4.0,1
1.98,0
1.0,0
1.25,0
4.0,1
1.68,0
2.37,1
4.0,1
2.86,1
4.0,1
2.34,1
1.88,0
4.0,1
4.0,1
1.01,0
3.36,1
1.35,0
1.23,0
1.14,0
3.64,1
1.49,0
1.02,0
2.8,1
1.79,0
1.42,0
2.04,1
4.0,1
1.14,0
4.0,1
4.0,1
1.06,0
2.97,1
1.11,0
4.0,1
4.0,1
1.21,0
4.0,1
4.0,1
3.14,1
2.1,1
4.0,1
3.78,1
2.1,1
3.51,1
1.89,0
1.69,0
1.78,0
2.75,1
1.33,0
1.26,0
1.57,0
1.01,0
4.0,1
4.0,1
2.49,1
1.71,0
1.68,0
3.09,1
4.0,1
1.13,0
2.43,1
4.0,1
4.0,1
1.73,0
1.39,0
4.0,1
3.85,1
2.97,1
1.46,0
4.0,1
1.86,0
1.49,0
1.68,0
1.74,0
4.0,1
1.5,0
3.73,1
1.17,0
4.0,1
1.35,0
4.0,1
1.02,0
2.56,1
2.67,1
1.45,0
1.35,0
1.18,0
4.0,1
1.61,0
4.0,1
4.0,1
2.42,1
3.35,1
1.02,0
1.1,0
1.87,0
4.0,1
2.93,1
4.0,1
4.0,1
1.34,0
2.14,1
1.02,0
1.52,0
1.06,0
2.2,1
1.15,0
4.0,1
4.0,1
1.05,0
3.52,1
1.16,0
4.0,1
4.0,1
1.0,0
3.02,1
4.0,1
2.25,1
4.0,1
2.62,1
4.0,1
1.22,0
1.82,0
1.39,0
1.26,0
4.0,1
2.65,1
1.95,0
1.83,0
4.0,1
4.0,1
4.0,1
1.38,0
4.0,1
4.0,1
4.0,1
1.19,0
3.09,1
2.94,1
1.0,0
2.01,1
1.44,0
1.69,0
1.15,0
2.32,1
4.0,1
4.0,1
4.0,1
2.19,1
4.0,1
1.31,0
4.0,1
1.43,0
1.01,0
2.81,1
1.11,0
2.19,1
1.29,0
4.0,1
1.78,0
1.48,0
1.52,0
2.24,1
2.34,1
4.0,1
1.42,0
1.34,0
1.1,0
1.71,0
1.02,0
1.0,0
1.0,0
1.51,0
4.0,1
1.37,0
1.65,0
4.0,1
2.78,1
1.04,0
1.01,0
4.0,1
1.06,0
3.28,1
3.59,1
1.03,0
1.74,0
4.0,1
2.05,1
4.0,1
4.0,1
1.01,0
4.0,1
1.35,0
4.0,1
2.55,1
1.05,0
2.72,1
4.0,1
4.0,1
2.45,1
1.05,0
1.49,0
1.11,0
1.55,0
1.18,0
3.2,1
3.32,1
2.26,1
2.03,1
1.0,0
1.9,0
1.07,0
4.0,1
1.91,0
1.74,0
2.15,1
1.52,0
1.49,0
1.15,0
1.1,0
2.25,1
1.35,0
4.0,1
1.4,0
1.46,0
1.0,0
3.45,1
1.54,0
4.0,1
1.07,0
1.46,0
1.57,0
1.64,0
4.0,1
4.0,1
2.57,1
1.03,0
2.98,1
2.37,1
3.36,1
1.0,0
1.69,0
1.38,0
1.08,0
2.1,1
4.0,1
1.59,0
1.14,0
2.26,1
1.1,0
1.58,0
2.07,1
4.0,1
4.0,1
1.41,0
2.45,1
1.32,0
1.89,0
4.0,1
1.0,0
2.85,1
1.02,0
4.0,1
1.33,0
4.0,1
1.71,0
1.33,0
1.72,0
2.59,1
4.0,1
2.2,1
1.28,0
1.35,0
2.63,1
1.36,0
1.95,0
1.66,0
2.07,1
2.96,1
4.0,1
1.35,0
1.17,0
1.24,0
1.47,0
2.12,1
1.76,0
2.51,1
1.1,0
1.05,0
3.79,1
4.0,1
1.01,0
1.05,0
1.17,0
4.0,1
1.38,0
4.0,1
4.0,1
1.77,0
4.0,1
4.0,1
1.19,0
1.01,0
3.53,1
1.38,0
1.79,0
2.11,1
1.25,0
1.26,0
4.0,1
4.0,1
1.19,0
3.1,1
4.0,1
1.3,0
4.0,1
2.28,1
4.0,1
4.0,1
1.97,0
4.0,1
1.85,0
4.0,1
1.41,0
4.0,1
3.5,1
1.19,0
4.0,1
1.63,0
1.06,0
1.22,0
1.61,0
