120,"1,5","1,5",3,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,,
1100,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1789",0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,1,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,1,,"0,1779","0,7273","0,1726","0,7273",,"0,2975","0,3095","-0,0121",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,,,,,,,1,18,"0,05263157895","0,9473684211","-4,247927513","-0,078002512",1,17,"0,05555555556","0,9444444444","-4,169925001","-0,08246216019",0
1101,-435,"3,75",2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1797",1,0,0,0,0,0,0,0,0,,,,0,0,0,0,1,1,0,,,,0,0,0,0,,,,,,0,0,1,,,,,0,0,0,,"0,1810","0,7272","0,1758","0,7272",,"0,8997","0,8524","0,0473",2,2,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,0,,,,,,,6,13,"0,3157894737","0,6842105263","-1,662965013","-0,5474877953",5,13,"0,2777777778","0,7222222222","-1,847996907","-0,4694852833",6
1102,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1795",0,0,0,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,1814","0,7279","0,1762","0,7279",,"0,2975","0,3095","-0,0121",0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,,,,,,,1,18,"0,05263157895","0,9473684211","-4,247927513","-0,078002512",1,17,"0,05555555556","0,9444444444","-4,169925001","-0,08246216019",0
1103,-435,"3,75",2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1803",1,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,1807","0,7165","0,1756","0,7165",,"0,6292","0,5033","0,1260",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,3,16,"0,1578947368","0,8421052632","-2,662965013","-0,2479275134",2,16,"0,1111111111","0,8888888889","-3,169925001","-0,1699250014",3
1104,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1801",0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,1811","0,7393","0,1760","0,7393",,"0,2975","0,3095","-0,0121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1,18,"0,05263157895","0,9473684211","-4,247927513","-0,078002512",1,17,"0,05555555556","0,9444444444","-4,169925001","-0,08246216019",0
1105,-435,"3,75",2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1808",1,0,0,0,0,0,0,1,0,,,,0,0,0,0,0,1,0,,,,0,0,0,1,,,,,,0,0,1,,,,,0,0,0,,"0,1833","0,7380","0,1782","0,7380",,"0,8315","0,7642","0,0673",2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,,,,,,,5,14,"0,2631578947","0,7368421053","-1,925999419","-0,4405725914",4,14,"0,2222222222","0,7777777778","-2,169925001","-0,3625700794",5
1106,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1807",0,0,0,0,0,0,0,0,1,,,,0,0,0,0,1,0,1,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,1,,"0,1835","0,7390","0,1784","0,7390",,"0,4855","0,5033","-0,0178",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,,,,,,,2,17,"0,1052631579","0,8947368421","-3,247927513","-0,1604646722",2,16,"0,1111111111","0,8888888889","-3,169925001","-0,1699250014",0
1107,-435,"3,75",2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1814",1,0,0,0,0,0,1,0,1,,,,0,0,0,0,0,0,1,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,1,,"0,1866","0,7422","0,1815","0,7422",,"0,8997","0,8524","0,0473",2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,,,,,,,6,13,"0,3157894737","0,6842105263","-1,662965013","-0,5474877953",5,13,"0,2777777778","0,7222222222","-1,847996907","-0,4694852833",6
1108,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1812",0,0,0,0,0,0,1,1,0,,,,0,0,0,0,1,0,0,,,,0,0,0,1,,,,,,0,0,0,,,,,0,0,0,,"0,1865","0,7327","0,1814","0,7327",,"0,6292","0,6500","-0,0208",0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,,,,,,,3,16,"0,1578947368","0,8421052632","-2,662965013","-0,2479275134",3,15,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",0
1109,-435,"3,75",2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1820",1,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,1,1,,,,0,0,0,0,,,,,,0,0,1,,,,,0,0,1,,"0,1895","0,7444","0,1845","0,7444",,"0,8997","0,8524","0,0473",2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,,,,,,,6,13,"0,3157894737","0,6842105263","-1,662965013","-0,5474877953",5,13,"0,2777777778","0,7222222222","-1,847996907","-0,4694852833",6
1110,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1818",0,0,0,0,0,0,1,1,1,,,,0,0,0,0,0,1,1,,,,0,0,0,1,,,,,,0,0,1,,,,,0,0,1,,"0,1892","0,7254","0,1842","0,7254",,"0,7425","0,7642","-0,0217",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,,,,,,,4,15,"0,2105263158","0,7894736842","-2,247927513","-0,3410369178",4,14,"0,2222222222","0,7777777778","-2,169925001","-0,3625700794",0
1111,-435,"3,75",2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1826",1,0,0,0,0,0,1,1,0,,,,0,0,0,0,0,0,0,,,,0,0,0,1,,,,,,0,0,0,,,,,0,0,0,,"0,1913","0,7462","0,1863","0,7462",,"0,8315","0,7642","0,0673",2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,,,,,,,5,14,"0,2631578947","0,7368421053","-1,925999419","-0,4405725914",4,14,"0,2222222222","0,7777777778","-2,169925001","-0,3625700794",5
1112,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1824",0,0,0,0,0,0,1,1,1,,,,0,0,0,0,1,0,1,,,,0,0,0,1,,,,,,0,0,0,,,,,0,0,1,,"0,1910","0,7300","0,1860","0,7300",,"0,7425","0,7642","-0,0217",0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,2,,,,,,,4,15,"0,2105263158","0,7894736842","-2,247927513","-0,3410369178",4,14,"0,2222222222","0,7777777778","-2,169925001","-0,3625700794",0
1113,-435,"3,75",2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1831",1,0,0,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,1930","0,7506","0,1880","0,7506",,"0,8315","0,7642","0,0673",2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,,,,,,,5,14,"0,2631578947","0,7368421053","-1,925999419","-0,4405725914",4,14,"0,2222222222","0,7777777778","-2,169925001","-0,3625700794",5
1114,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1830",0,0,0,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,1934","0,7540","0,1885","0,7540",,"0,2975","0,3095","-0,0121",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,,,,,,,1,18,"0,05263157895","0,9473684211","-4,247927513","-0,078002512",1,17,"0,05555555556","0,9444444444","-4,169925001","-0,08246216019",0
1115,-435,"3,75",2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1837",1,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,1,0,,,,0,0,0,0,,,,,,0,0,1,,,,,0,0,0,,"0,1963","0,7540","0,1914","0,7540",,"0,8997","0,8524","0,0473",2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,,,,,,,6,13,"0,3157894737","0,6842105263","-1,662965013","-0,5474877953",5,13,"0,2777777778","0,7222222222","-1,847996907","-0,4694852833",6
1116,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1835",0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,1,0,,,,0,0,0,0,,,,,,0,0,1,,,,,0,0,0,,"0,1965","0,7524","0,1916","0,7524",,"0,4855","0,5033","-0,0178",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,,,,,,,2,17,"0,1052631579","0,8947368421","-3,247927513","-0,1604646722",2,16,"0,1111111111","0,8888888889","-3,169925001","-0,1699250014",0
1117,-435,"3,75",2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1843",1,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,1958","0,7440","0,1909","0,7440",,"0,6292","0,5033","0,1260",2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,3,16,"0,1578947368","0,8421052632","-2,662965013","-0,2479275134",2,16,"0,1111111111","0,8888888889","-3,169925001","-0,1699250014",3
1118,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1841",0,0,0,0,0,0,0,1,0,,,,0,0,0,0,1,0,0,,,,0,0,0,1,,,,,,0,0,0,,,,,0,0,0,,"0,1960","0,7646","0,1911","0,7646",,"0,4855","0,5033","-0,0178",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,,,,,,,2,17,"0,1052631579","0,8947368421","-3,247927513","-0,1604646722",2,16,"0,1111111111","0,8888888889","-3,169925001","-0,1699250014",0
1119,-435,"3,75",2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1848",1,0,0,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,1969","0,7631","0,1920","0,7631",,"0,7425","0,6500","0,0925",2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,,,,,,,4,15,"0,2105263158","0,7894736842","-2,247927513","-0,3410369178",3,15,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",4
1120,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1847",0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,1,1,,,,0,0,0,0,,,,,,0,0,1,,,,,0,0,1,,"0,1971","0,7708","0,1922","0,7708",,"0,4855","0,5033","-0,0178",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,,,,,,,2,17,"0,1052631579","0,8947368421","-3,247927513","-0,1604646722",2,16,"0,1111111111","0,8888888889","-3,169925001","-0,1699250014",0
1121,-435,"3,75",2,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1854",1,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,1,0,,,,0,0,0,0,,,,,,0,0,1,,,,,0,0,0,,"0,2005","0,7737","0,1957","0,7737",,"0,9495","0,9183","0,0312",2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,,,,,,,7,12,"0,3684210526","0,6315789474","-1,440572591","-0,6629650127",6,12,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7
1122,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1852",0,0,0,0,0,0,0,0,0,,,,0,0,0,0,1,1,0,,,,0,0,0,0,,,,,,0,0,1,,,,,0,0,0,,"0,2007","0,7715","0,1959","0,7715",,"0,4855","0,5033","-0,0178",0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,,,,,,,2,17,"0,1052631579","0,8947368421","-3,247927513","-0,1604646722",2,16,"0,1111111111","0,8888888889","-3,169925001","-0,1699250014",0
1123,-435,"3,75",2,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1859",1,0,0,0,0,0,0,0,0,,,,1,0,0,0,1,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,2027","0,7730","0,1979","0,7730",,"0,8315","0,7642","0,0673",2,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,,,,,,,5,14,"0,2631578947","0,7368421053","-1,925999419","-0,4405725914",4,14,"0,2222222222","0,7777777778","-2,169925001","-0,3625700794",5
1124,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1858",0,0,0,0,0,0,1,1,0,,,,0,0,0,0,1,0,0,,,,0,0,0,1,,,,,,0,0,0,,,,,0,0,0,,"0,2026","0,7672","0,1978","0,7672",,"0,6292","0,6500","-0,0208",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,,,,,,,3,16,"0,1578947368","0,8421052632","-2,662965013","-0,2479275134",3,15,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",0
1125,-435,"3,75",2,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1865",1,0,0,0,0,0,0,1,0,,,,1,0,0,0,0,1,0,,,,0,0,0,1,,,,,,0,0,1,,,,,0,0,0,,"0,2054","0,7779","0,2006","0,7779",,"0,8997","0,8524","0,0473",2,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,,,,,,,6,13,"0,3157894737","0,6842105263","-1,662965013","-0,5474877953",5,13,"0,2777777778","0,7222222222","-1,847996907","-0,4694852833",6
1126,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1863",0,0,0,0,0,0,0,1,0,,,,0,0,0,0,0,1,0,,,,0,0,0,1,,,,,,0,0,1,,,,,0,0,0,,"0,2054","0,7694","0,2006","0,7694",,"0,6292","0,6500","-0,0208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,,,,,,,3,16,"0,1578947368","0,8421052632","-2,662965013","-0,2479275134",3,15,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",0
1127,-435,"3,75",2,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1871",1,0,0,0,0,0,0,1,1,,,,1,0,0,0,1,0,1,,,,0,0,0,1,,,,,,0,0,0,,,,,0,0,1,,"0,2087","0,7803","0,2040","0,7803",,"0,9495","0,9183","0,0312",2,2,2,0,0,0,0,0,0,0,0,0,2,1,1,2,0,2,,,,,,,7,12,"0,3684210526","0,6315789474","-1,440572591","-0,6629650127",6,12,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7
1128,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1869",0,0,0,0,0,0,0,1,0,,,,0,0,0,0,0,0,0,,,,0,0,0,1,,,,,,0,0,0,,,,,0,0,0,,"0,2089","0,7781","0,2042","0,7781",,"0,4855","0,5033","-0,0178",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,,,,,,,2,17,"0,1052631579","0,8947368421","-3,247927513","-0,1604646722",2,16,"0,1111111111","0,8888888889","-3,169925001","-0,1699250014",0
1129,-435,"3,75",2,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1876",1,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,2116","0,7808","0,2069","0,7808",,"0,8997","0,8524","0,0473",2,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,,,,,,,6,13,"0,3157894737","0,6842105263","-1,662965013","-0,5474877953",5,13,"0,2777777778","0,7222222222","-1,847996907","-0,4694852833",6
1130,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1874",0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,1,1,,,,0,0,0,0,,,,,,0,0,1,,,,,0,0,1,,"0,2116","0,7724","0,2069","0,7724",,"0,6292","0,6500","-0,0208",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,,,,,,,3,16,"0,1578947368","0,8421052632","-2,662965013","-0,2479275134",3,15,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",0
1131,-435,"3,75",2,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1882",1,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,2123","0,7785","0,2076","0,7785",,"0,7425","0,6500","0,0925",2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,4,15,"0,2105263158","0,7894736842","-2,247927513","-0,3410369178",3,15,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",4
1132,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1880",0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,2127","0,7882","0,2080","0,7882",,"0,2975","0,3095","-0,0121",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,,,,,,,1,18,"0,05263157895","0,9473684211","-4,247927513","-0,078002512",1,17,"0,05555555556","0,9444444444","-4,169925001","-0,08246216019",0
1133,-435,"3,75",2,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1887",1,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,2154","0,7882","0,2107","0,7882",,"0,8997","0,8524","0,0473",2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,,,,,,,6,13,"0,3157894737","0,6842105263","-1,662965013","-0,5474877953",5,13,"0,2777777778","0,7222222222","-1,847996907","-0,4694852833",6
1134,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1885",0,0,0,0,0,0,1,0,0,,,,0,0,0,0,1,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,2153","0,7800","0,2107","0,7800",,"0,6292","0,6500","-0,0208",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,,,,,,,3,16,"0,1578947368","0,8421052632","-2,662965013","-0,2479275134",3,15,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",0
1135,-435,"3,75",2,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1893",1,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,1,0,,,,0,0,0,0,,,,,,0,0,1,,,,,0,0,0,,"0,2171","0,7892","0,2125","0,7892",,"0,8315","0,7642","0,0673",2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,5,14,"0,2631578947","0,7368421053","-1,925999419","-0,4405725914",4,14,"0,2222222222","0,7777777778","-2,169925001","-0,3625700794",5
1136,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1891",0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,2175","0,7796","0,2129","0,7796",,"0,0000","0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,,,,,,0,19,0,1,#NUM!,0,0,18,0,1,#NUM!,0,0
1137,-435,"3,75",2,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1898",1,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,2193","0,7915","0,2147","0,7915",,"0,8315","0,7642","0,0673",2,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,,,,,,,5,14,"0,2631578947","0,7368421053","-1,925999419","-0,4405725914",4,14,"0,2222222222","0,7777777778","-2,169925001","-0,3625700794",5
1138,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1896",0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,2197","0,7948","0,2151","0,7948",,"0,2975","0,3095","-0,0121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,,,,,,,1,18,"0,05263157895","0,9473684211","-4,247927513","-0,078002512",1,17,"0,05555555556","0,9444444444","-4,169925001","-0,08246216019",0
1139,-435,"3,75",2,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,"0,5000",30,,"0,1904",1,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,2223","0,7948","0,2177","0,7948",,"0,8997","0,8524","0,0473",2,2,2,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,,,,,,,6,13,"0,3157894737","0,6842105263","-1,662965013","-0,5474877953",5,13,"0,2777777778","0,7222222222","-1,847996907","-0,4694852833",6
1140,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,"0,5000",30,,"0,1902",0,0,0,0,0,0,1,0,1,,,,0,0,0,0,0,1,1,,,,0,0,0,0,,,,,,0,0,1,,,,,0,0,1,,"0,2223","0,7881","0,2177","0,7881",,"0,6098","0,6292","-0,0194",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,,,,,,3,17,"0,15","0,85","-2,736965594","-0,2344652536",3,16,"0,1578947368","0,8421052632","-2,662965013","-0,2479275134",0
1141,-435,"3,75",2,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,"0,5000",30,,"0,1909",1,0,0,0,0,0,0,0,1,,,,1,0,0,0,0,1,1,,,,0,0,0,0,,,,,,0,0,1,,,,,0,0,1,,"0,2252","0,7970","0,2207","0,7970",,"0,9341","0,8997","0,0343",2,2,2,0,0,0,0,0,0,0,0,0,1,1,2,0,2,2,0,,,,,,7,13,"0,35","0,65","-1,514573173","-0,6214883767",6,13,"0,3157894737","0,6842105263","-1,662965013","-0,5474877953",7
1142,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,"0,5000",30,,"0,1907",0,0,0,0,0,0,0,0,1,,,,0,0,0,0,1,0,1,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,1,,"0,2252","0,7896","0,2207","0,7896",,"0,6098","0,6292","-0,0194",0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,2,2,,,,,,3,17,"0,15","0,85","-2,736965594","-0,2344652536",3,16,"0,1578947368","0,8421052632","-2,662965013","-0,2479275134",0
1143,-435,"3,75",2,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,"0,5000",30,,"0,1914",1,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,2267","0,7964","0,2222","0,7964",,"0,8113","0,7425","0,0688",2,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,,,,,,5,15,"0,25","0,75",-2,"-0,4150374993",4,15,"0,2105263158","0,7894736842","-2,247927513","-0,3410369178",5
1144,-435,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,"0,5000",30,,"0,1913",0,0,0,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,,,,0,0,0,0,,,,,,0,0,0,,,,,0,0,0,,"0,2267","0,7936","0,2222","0,7936",,"0,6098","0,6292","-0,0194",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,,,,,,3,17,"0,15","0,85","-2,736965594","-0,2344652536",3,16,"0,1578947368","0,8421052632","-2,662965013","-0,2479275134",0
