50,1,1,2,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,,
1210,50,-2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,"0,2167",13,,"0,3179",0,1,0,0,1,0,0,1,0,0,,,0,0,1,0,0,0,0,,,,1,0,0,1,0,,,,,0,1,0,0,,,,0,0,0,,"0,1733","0,2987","0,2293","0,3052",,"0,7025","0,7219","-0,0195",1,1,0,2,1,0,1,1,2,3,0,1,0,0,0,2,0,0,1,0,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949",0
1211,50,-2,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,,,,,,,,,,,,,,,"0,2167",13,,"0,3177",1,0,0,0,1,1,1,0,0,1,,,0,0,0,1,0,0,0,,,,0,0,1,0,1,,,,,1,1,0,1,,,,0,1,0,,"0,1721","0,2866","0,2285","0,2863",,"0,9852","0,9928","-0,0075",2,3,0,0,3,0,0,0,1,3,0,3,1,2,0,1,2,1,3,2,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763",0
1212,50,-2,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,"0,2000",12,,"0,3174",1,1,0,0,0,0,0,0,0,0,,,1,0,1,0,0,0,0,,,,1,0,0,0,0,,,,,0,0,0,0,,,,0,0,0,,"0,1719","0,2702","0,2283","0,2613",,"0,8631","0,8813","-0,0182",1,3,3,2,0,1,1,1,3,1,1,0,0,0,0,0,3,0,2,0,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728",0
1213,50,-2,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,,,,,,,,,,,,,,,"0,2000",12,,"0,3171",1,1,1,0,0,1,0,1,1,0,,,0,1,1,1,1,0,1,,,,1,0,1,1,0,,,,,1,0,0,0,,,,1,1,1,,"0,1706","0,2499","0,2274","0,2497",,"0,9984","0,9928","0,0056",1,2,0,2,3,2,3,0,3,0,0,2,2,1,0,3,0,2,3,0,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",11,9,"0,55","0,45","-0,8624964763","-1,152003093",0
1214,50,-2,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,"0,2000",12,,"0,3169",1,0,0,0,0,0,1,0,0,0,,,1,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,0,0,0,0,,,,0,0,0,,"0,1708","0,2556","0,2276","0,2662",,"0,7919","0,8113","-0,0194",3,3,3,1,1,1,3,1,0,1,0,0,0,3,1,1,1,1,0,0,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993",0
1215,50,-2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,,,,,,,"0,1833",11,,"0,3166",0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,1,0,0,,,,0,0,0,0,0,,,,,1,0,0,0,,,,0,0,0,,"0,1716","0,2983","0,2281","0,2997",,"0,7025","0,7219","-0,0195",1,1,1,0,3,1,0,1,1,1,0,0,3,2,1,0,0,0,2,0,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949",0
1216,50,-2,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,"0,1833",11,,"0,3164",0,1,0,0,0,1,0,0,0,1,,,1,0,1,1,0,0,0,,,,1,0,1,0,1,,,,,0,0,0,1,,,,0,1,0,,"0,1714","0,3076","0,2279","0,2940",,"0,8631","0,8813","-0,0182",2,1,3,3,0,0,0,0,3,0,1,2,0,0,0,0,0,0,1,3,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728",0
1217,50,-2,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,,"0,1667",10,,"0,3161",1,1,0,1,0,0,0,0,0,0,,,0,0,1,0,1,0,0,,,,1,1,0,0,0,,,,,0,0,0,0,,,,0,0,0,,"0,1704","0,2965","0,2273","0,2929",,"0,9587","0,9710","-0,0122",1,2,1,2,0,0,0,2,2,0,2,1,3,1,0,1,3,0,3,0,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",8,12,"0,4","0,6","-1,321928095","-0,7369655942",0
1218,50,-2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,"0,1667",10,,"0,3158",0,0,1,0,0,0,1,0,1,0,,,0,1,0,0,0,0,1,,,,0,0,0,0,0,,,,,0,0,0,0,,,,1,0,1,,"0,1707","0,2994","0,2274","0,3057",,"0,7919","0,8113","-0,0194",3,1,0,1,1,3,2,0,1,0,0,0,0,2,0,1,1,3,1,1,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993",0
1219,50,-2,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,"0,1500",9,,"0,3156",1,0,0,0,1,0,0,0,1,0,,,0,0,0,0,0,0,1,,,,0,0,0,0,0,,,,,1,1,0,0,,,,0,0,1,,"0,1704","0,3354","0,2273","0,3394",,"0,8631","0,8813","-0,0182",1,3,0,1,2,0,2,0,0,2,1,0,0,0,0,0,0,2,2,0,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728",0
1220,50,-2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,"0,1500",9,,"0,3153",1,0,0,0,1,1,0,0,0,1,,,0,0,0,1,0,0,0,,,,0,0,1,0,1,,,,,1,1,0,1,,,,0,1,0,,"0,1706","0,3397","0,2274","0,3438",,"0,7919","0,8113","-0,0194",0,3,0,1,3,1,0,1,1,2,0,3,0,0,1,1,0,1,0,3,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993",0
1221,50,-2,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,"0,1500",9,,"0,3151",1,0,0,0,0,1,0,0,0,0,,,1,0,1,1,1,1,0,,,,0,0,1,0,0,,,,,0,0,1,0,,,,0,1,0,,"0,1695","0,3204","0,2266","0,3305",,"0,9852","0,9928","-0,0075",0,2,3,1,0,0,2,0,2,0,0,3,3,0,3,1,2,0,3,0,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763",0
1222,50,-2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,"0,1500",9,,"0,3148",1,0,0,0,0,0,1,0,0,0,,,1,0,0,0,0,1,0,,,,0,0,0,0,0,,,,,0,0,1,0,,,,0,0,0,,"0,1693","0,3365","0,2264","0,3422",,"0,8631","0,8813","-0,0182",0,3,3,0,0,1,2,0,1,0,2,0,0,2,3,0,1,0,0,0,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728",0
1223,50,-2,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,"0,1500",9,,"0,3145",0,1,0,0,0,1,0,0,0,0,,,1,0,1,1,0,0,0,,,,1,0,1,0,0,,,,,1,0,0,0,,,,0,1,0,,"0,1690","0,3384","0,2263","0,3433",,"0,8631","0,8813","-0,0182",1,0,2,2,3,0,3,1,3,0,1,3,1,0,1,0,0,1,0,0,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728",0
1224,50,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,"0,1500",9,,"0,3143",0,0,0,0,1,0,1,0,0,0,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,0,1,0,0,,,,0,0,0,,"0,1704","0,3458","0,2271","0,3446",,"0,5917","0,6098","-0,0182",0,1,1,0,0,0,1,0,1,3,0,0,1,2,0,0,0,0,2,1,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536",0
1225,50,-2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,,,,,"0,1500",9,,"0,3140",0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,1,0,1,,,,0,0,0,0,0,,,,,1,0,0,0,,,,0,0,1,,"0,1711","0,3456","0,2276","0,3473",,"0,7025","0,7219","-0,0195",0,0,0,0,2,1,0,1,1,1,1,0,3,0,0,1,2,3,0,0,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949",0
1226,50,-2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,"0,1500",9,,"0,3138",0,0,1,1,0,0,0,0,0,1,,,0,1,0,0,1,1,0,,,,0,1,0,0,1,,,,,0,0,1,1,,,,1,0,0,,"0,1709","0,3370","0,2274","0,3433",,"0,8631","0,8813","-0,0182",1,0,0,0,0,3,3,2,1,1,1,1,2,0,3,1,0,1,0,2,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728",0
1227,50,-2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,"0,1500",9,,"0,3135",0,0,0,0,0,0,0,1,0,1,,,0,0,1,0,0,0,0,,,,0,0,0,1,1,,,,,0,0,0,1,,,,0,0,0,,"0,1711","0,3408","0,2276","0,3476",,"0,7919","0,8113","-0,0194",0,0,1,1,0,0,0,1,2,1,3,1,0,1,0,3,1,0,3,3,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993",0
1228,50,-2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,"0,1500",9,,"0,3133",0,0,0,1,0,1,1,1,1,0,,,0,0,0,1,0,1,1,,,,0,1,1,1,0,,,,,1,0,1,0,,,,0,1,1,,"0,1700","0,3225","0,2268","0,3344",,"0,9852","0,9928","-0,0075",2,0,1,1,2,0,1,2,1,1,3,2,0,3,2,3,1,3,1,1,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763",0
1229,50,-2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,"0,1333",8,,"0,3130",0,0,0,1,1,0,0,0,0,1,,,0,0,0,0,0,0,0,,,,0,1,0,0,1,,,,,0,1,0,1,,,,0,0,0,,"0,1702","0,3071","0,2269","0,3099",,"0,7919","0,8113","-0,0194",1,0,1,1,1,0,0,2,0,2,1,0,0,1,0,0,3,0,3,2,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993",0
1230,50,-2,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,"0,1333",8,,"0,3128",0,0,1,1,0,0,0,1,1,1,,,0,1,1,0,0,0,1,,,,0,1,0,1,1,,,,,0,0,0,1,,,,1,0,1,,"0,1691","0,2981","0,2261","0,2976",,"0,9852","0,9928","-0,0075",2,1,0,0,0,3,3,2,3,0,0,0,0,0,0,3,2,3,1,2,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763",0
1231,50,-2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,"0,1167",7,,"0,3125",0,0,0,1,0,1,0,1,1,0,,,0,0,0,1,0,0,1,,,,0,1,1,1,0,,,,,0,0,0,0,,,,0,1,1,,"0,1689","0,2758","0,2260","0,2664",,"0,8631","0,8813","-0,0182",3,0,1,1,0,0,1,2,0,0,2,3,1,1,0,3,1,2,0,1,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728",0
1232,50,-2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,,,,,,,,,,,,,,,"0,1000",6,,"0,3122",1,1,0,0,0,0,1,1,1,1,,,0,0,0,0,1,1,1,,,,1,0,0,1,1,,,,,1,0,1,1,,,,0,0,1,,"0,1678","0,2747","0,2252","0,2685",,"0,9852","0,9928","-0,0075",1,2,1,2,2,0,0,0,0,0,0,0,2,3,2,3,1,2,0,2,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763",0
1233,50,-2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,"0,1000",6,,"0,3120",0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,,,,1,0,0,0,0,,,,,0,0,1,0,,,,0,0,0,,"0,1680","0,2698","0,2253","0,2803",,"0,7919","0,8113","-0,0194",0,0,0,3,0,0,2,0,0,0,3,0,0,1,2,0,0,1,2,0,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993",0
1234,50,-2,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,"0,1000",6,,"0,3117",1,0,1,1,1,0,1,0,0,0,,,0,1,1,0,1,1,0,,,,0,1,0,0,0,,,,,1,1,1,0,,,,1,0,0,,"0,1668","0,2532","0,2245","0,2685",,"0,9984","1,0000","-0,0016",1,2,1,0,3,2,2,2,3,2,0,0,2,2,2,0,0,0,1,1,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",10,10,"0,5","0,5",-1,-1,0
1235,"52,5","2,5",2,1,3,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,,"0,1000",6,,"0,3123",0,1,1,0,1,0,0,1,0,0,,,1,1,1,0,0,0,0,,,,1,0,0,1,0,,,,,1,1,0,0,,,,1,0,0,,"0,1675","0,2669","0,2255","0,3077",,"0,9852","0,9928","-0,0075",0,1,3,2,3,3,3,0,3,3,2,0,1,0,0,2,2,0,3,0,,,,,12,9,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",11,9,"0,55","0,45","-0,8624964763","-1,152003093",12
1236,55,"2,5",2,1,3,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,"0,1167",7,,"0,3129",1,0,0,1,1,0,1,0,0,0,,,0,0,0,0,0,0,0,,,,0,1,0,0,0,,,,,1,1,0,0,,,,0,0,0,,"0,1683","0,3046","0,2267","0,3480",,"0,9984","0,9928","0,0056",3,3,1,1,2,0,1,2,0,2,3,1,1,3,0,1,2,0,2,0,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",9,11,"0,45","0,55","-1,152003093","-0,8624964763",10
1237,"57,5","2,5",2,1,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,"0,1167",7,,"0,3134",0,0,1,0,1,0,0,0,0,0,,,0,1,0,0,0,0,0,,,,0,0,0,0,0,,,,,1,1,0,0,,,,1,0,0,,"0,1679","0,2443","0,2259","0,2744",,"0,7919","0,7219","0,0699",1,1,1,0,3,2,1,1,1,2,3,1,1,1,1,1,0,0,0,0,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",4,16,"0,2","0,8","-2,321928095","-0,3219280949",5
1238,60,"2,5",2,1,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,,"0,1333",8,,"0,3140",0,1,0,0,0,0,1,0,1,0,,,0,0,0,0,0,1,1,,,,1,0,0,0,0,,,,,0,0,1,0,,,,0,0,1,,"0,1682","0,2691","0,2263","0,2759",,"0,9183","0,8813","0,0370",0,1,0,3,1,1,3,0,0,1,3,1,0,3,3,1,0,3,0,0,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6,14,"0,3","0,7","-1,736965594","-0,5145731728",7
1239,"62,5","2,5",2,1,3,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,"0,1500",9,,"0,3145",0,1,0,0,1,1,0,0,0,0,,,1,0,0,1,0,1,0,,,,1,0,1,0,0,,,,,0,1,1,0,,,,0,1,0,,"0,1683","0,2644","0,2262","0,2651",,"0,8631","0,8113","0,0518",1,0,3,3,1,0,0,1,0,2,0,3,0,1,3,0,1,1,1,0,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",5,15,"0,25","0,75",-2,"-0,4150374993",6
1240,65,"2,5",2,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,,,"0,1667",10,,"0,3151",0,1,0,0,0,0,1,0,0,1,,,0,0,1,0,0,0,0,,,,1,0,0,0,1,,,,,0,0,0,1,,,,0,0,0,,"0,1683","0,2635","0,2262","0,2517",,"0,8631","0,8113","0,0518",1,0,0,2,0,0,1,0,2,1,1,0,1,3,0,1,2,0,1,2,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",5,15,"0,25","0,75",-2,"-0,4150374993",6
1241,"67,5","2,5",2,1,3,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,"0,1833",11,,"0,3156",1,0,0,1,0,1,0,1,0,0,,,0,0,0,1,0,1,0,,,,0,1,1,1,0,,,,,0,0,1,0,,,,0,1,0,,"0,1691","0,2914","0,2273","0,2770",,"0,9984","1,0000","-0,0016",3,3,0,1,0,0,2,2,0,1,2,3,0,0,3,2,3,1,3,0,,,,,11,10,"0,5238095238","0,4761904762","-0,9328858041","-1,070389328",10,10,"0,5","0,5",-1,-1,11
1242,"65,5",-2,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,"0,1833",11,,"0,3154",1,0,1,0,1,1,0,0,0,0,,,1,1,0,1,0,0,0,,,,0,0,1,0,0,,,,,0,1,0,0,,,,1,1,0,,"0,1689","0,2564","0,2271","0,2481",,"0,8631","0,8813","-0,0182",1,2,3,1,1,2,1,1,0,2,0,2,1,0,1,0,3,1,0,0,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728",0
1243,"63,5",-2,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,"0,1833",11,,"0,3151",0,0,1,1,0,0,0,0,0,0,,,0,1,1,0,0,0,0,,,,0,1,0,0,0,,,,,1,0,0,0,,,,1,0,0,,"0,1686","0,2554","0,2270","0,2494",,"0,8631","0,8813","-0,0182",2,1,1,0,3,2,1,3,2,1,2,1,0,1,0,1,1,0,1,1,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728",0
1244,"61,5",-2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,"0,1667",10,,"0,3149",0,1,0,0,0,0,0,1,1,0,,,0,0,0,0,1,0,1,,,,1,0,0,1,0,,,,,1,0,0,0,,,,0,0,1,,"0,1689","0,2622","0,2271","0,2577",,"0,7919","0,8113","-0,0194",1,1,0,3,3,0,0,1,1,0,1,0,2,0,0,2,0,2,1,0,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993",0
1245,"61,5",-2,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,,,,,"0,1667",10,,"0,3146",0,0,1,1,1,0,0,0,1,0,,,0,1,0,0,1,0,1,,,,0,1,0,0,0,,,,,0,1,0,0,,,,1,0,1,,"0,1683","0,2639","0,2267","0,2506",,"0,9183","0,9341","-0,0158",2,1,0,0,0,3,0,3,1,3,0,0,2,1,0,1,3,3,1,0,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767",0
1246,"61,5",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,,,,,,,,,,,,,,,"0,1500",9,,"0,3144",0,0,0,0,1,0,0,0,1,0,,,0,0,0,0,0,1,1,,,,0,0,0,0,0,,,,,0,1,1,0,,,,0,0,1,,"0,1680","0,2524","0,2266","0,2380",,"0,8631","0,8813","-0,0182",1,0,0,0,1,1,1,0,1,3,3,0,1,1,2,0,2,2,2,1,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728",0
1247,"61,5",-2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,,,,,,,,,,,,,,,"0,1500",9,,"0,3141",0,1,0,0,1,0,0,0,1,1,,,0,0,0,0,0,1,1,,,,1,0,0,0,1,,,,,0,1,1,1,,,,0,0,1,,"0,1674","0,2471","0,2261","0,2353",,"0,9183","0,9341","-0,0158",3,0,1,2,0,0,2,1,0,2,1,1,0,1,2,1,1,3,0,3,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767",0
1248,"61,5",-2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,"0,1333",8,,"0,3139",0,1,0,0,0,0,0,0,1,0,,,1,0,0,0,0,1,1,,,,1,0,0,0,0,,,,,0,0,1,0,,,,0,0,1,,"0,1677","0,2390","0,2263","0,2249",,"0,7919","0,8113","-0,0194",1,0,3,2,0,0,0,1,0,0,0,1,1,0,3,1,0,3,3,1,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993",0
1249,"61,5",-2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,"0,1333",8,,"0,3136",0,0,0,1,0,0,1,1,0,0,,,1,0,1,0,0,1,0,,,,0,1,0,1,0,,,,,0,0,1,0,,,,0,0,0,,"0,1671","0,2440","0,2259","0,2187",,"0,9183","0,9341","-0,0158",1,1,2,0,1,1,1,3,2,0,1,0,0,2,3,3,1,0,3,1,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767",0
1250,"61,5",-2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,,"0,1333",8,,"0,3133",0,1,0,0,0,1,0,0,0,1,,,0,0,1,1,1,0,0,,,,1,0,1,0,1,,,,,1,0,0,1,,,,0,1,0,,"0,1660","0,2267","0,2251","0,2143",,"0,9852","0,9928","-0,0075",0,1,1,3,2,0,0,0,2,0,2,2,2,1,1,1,2,0,3,2,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763",0
1251,"61,5",-2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,"0,1333",8,,"0,3131",0,0,0,0,0,1,1,0,0,0,,,1,0,1,1,1,0,0,,,,0,0,1,0,0,,,,,0,0,0,0,,,,0,1,0,,"0,1658","0,2371","0,2250","0,2243",,"0,8631","0,8813","-0,0182",0,0,2,0,1,0,3,1,3,1,0,2,2,3,0,0,1,0,1,0,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728",0
1252,"61,5",-2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,"0,1333",8,,"0,3128",0,0,0,0,0,1,0,0,0,0,,,1,0,1,1,0,1,0,,,,0,0,1,0,0,,,,,0,0,1,0,,,,0,1,0,,"0,1655","0,2382","0,2248","0,2254",,"0,8631","0,8813","-0,0182",1,1,3,0,1,0,0,0,3,0,2,2,1,0,2,0,1,0,3,0,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728",0
1253,"61,5",-2,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,"0,1333",8,,"0,3126",1,1,1,1,0,1,0,1,0,0,,,0,1,0,1,0,0,0,,,,1,1,1,1,0,,,,,1,0,0,0,,,,1,1,0,,"0,1645","0,2278","0,2240","0,2172",,"0,9852","0,9928","-0,0075",0,3,0,3,2,2,3,2,0,0,0,2,1,1,1,3,0,1,2,0,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763",0
