125,"2,5","2,5",5,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,,
827,"151,25","6,25",2,0,3,1,1,1,1,1,1,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3961",1,1,0,0,0,0,,,,,,,1,0,0,0,1,,,,,,1,0,0,,,,,,,1,0,,,,,,0,0,,,"0,4068","0,6503","0,4575","0,6503",,"0,9852","0,9957","-0,0105",2,2,2,2,2,1,1,1,1,1,3,0,3,,,,,,,,,,,,8,6,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",7,6,"0,5384615385","0,4615384615","-0,8930847961","-1,115477217",8
828,"151,25",-5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3957",0,0,1,0,0,1,,,,,,,0,1,0,1,0,,,,,,0,0,1,,,,,,,0,0,,,,,,1,1,,,"0,4059","0,6349","0,4567","0,6349",,"0,8631","0,8905","-0,0274",0,0,0,0,0,2,3,1,1,0,3,3,1,,,,,,,,,,,,4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",4,9,"0,3076923077","0,6923076923","-1,700439718","-0,5305147167",0
829,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3964",1,1,1,0,0,1,,,,,,,1,1,1,1,0,,,,,,1,0,1,,,,,,,1,0,,,,,,1,1,,,"0,4065","0,6509","0,4573","0,6509",,"0,9403","0,9612","-0,0210",2,2,2,2,2,3,0,1,3,1,0,3,1,,,,,,,,,,,,9,5,"0,6428571429","0,3571428571","-0,6374299206","-1,485426827",8,5,"0,6153846154","0,3846153846","-0,7004397181","-1,378511623",9
830,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3959",0,0,0,1,1,1,,,,,,,0,0,0,1,1,,,,,,0,1,1,,,,,,,0,1,,,,,,0,1,,,"0,4056","0,6366","0,4565","0,6366",,"0,8631","0,8905","-0,0274",0,0,0,0,0,0,1,2,1,2,0,3,2,,,,,,,,,,,,4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",4,9,"0,3076923077","0,6923076923","-1,700439718","-0,5305147167",0
831,"151,25","6,25",2,0,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3966",1,1,0,0,0,0,,,,,,,1,0,0,0,0,,,,,,1,0,0,,,,,,,1,0,,,,,,0,0,,,"0,4065","0,6544","0,4574","0,6544",,"0,9852","0,9612","0,0240",2,2,2,2,2,0,1,1,0,1,0,1,0,,,,,,,,,,,,6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",5,8,"0,3846153846","0,6153846154","-1,378511623","-0,7004397181",6
832,"151,25",-5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3962",0,0,0,0,0,1,,,,,,,0,0,0,1,0,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,4079","0,6563","0,4586","0,6563",,"0,5917","0,6194","-0,0277",0,0,0,0,0,1,3,0,0,1,0,3,0,,,,,,,,,,,,2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",2,11,"0,1538461538","0,8461538462","-2,700439718","-0,2410080995",0
833,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3969",1,1,1,1,0,1,,,,,,,1,1,1,1,0,,,,,,1,1,1,,,,,,,1,0,,,,,,1,1,,,"0,4079","0,6502","0,4584","0,6502",,"0,8631","0,8905","-0,0274",2,2,2,2,2,3,1,2,3,0,1,2,0,,,,,,,,,,,,10,4,"0,7142857143","0,2857142857","-0,4854268272","-1,807354922",9,4,"0,6923076923","0,3076923077","-0,5305147167","-1,700439718",10
834,"151,25",-5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3964",0,0,0,0,0,1,,,,,,,0,0,1,1,0,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,4082","0,6482","0,4586","0,6482",,"0,7496","0,7793","-0,0298",0,0,0,0,0,1,2,0,3,0,1,2,0,,,,,,,,,,,,3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",0
835,"151,25","6,25",2,0,3,1,1,1,1,1,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3971",1,1,0,0,1,0,,,,,,,1,0,0,0,0,,,,,,1,0,0,,,,,,,1,1,,,,,,0,0,,,"0,4091","0,6570","0,4596","0,6570",,"1,0000","0,9957","0,0043",2,2,2,2,2,0,0,1,0,2,0,0,0,,,,,,,,,,,,7,7,"0,5","0,5",-1,-1,6,7,"0,4615384615","0,5384615385","-1,115477217","-0,8930847961",7
836,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3967",0,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,4106","0,6355","0,4594","0,6355",,"0,0000","0,0000","0,0000",0,0,0,0,0,1,1,1,0,1,1,1,0,,,,,,,,,,,,0,14,0,1,#NUM!,0,0,13,0,1,#NUM!,0,0
837,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3974",1,1,1,0,0,1,,,,,,,1,1,0,1,0,,,,,,1,0,1,,,,,,,1,0,,,,,,1,1,,,"0,4114","0,6567","0,4603","0,6567",,"0,9852","0,9957","-0,0105",2,2,2,2,2,3,1,1,0,1,1,3,0,,,,,,,,,,,,8,6,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",7,6,"0,5384615385","0,4615384615","-0,8930847961","-1,115477217",8
838,"151,25",-5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3969",0,0,1,0,0,1,,,,,,,0,1,0,1,0,,,,,,0,0,1,,,,,,,0,0,,,,,,1,1,,,"0,4128","0,6572","0,4615","0,6572",,"0,5917","0,6194","-0,0277",0,0,0,0,0,3,1,0,0,1,0,2,0,,,,,,,,,,,,2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",2,11,"0,1538461538","0,8461538462","-2,700439718","-0,2410080995",0
839,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3976",1,1,1,0,0,1,,,,,,,1,1,1,1,0,,,,,,1,0,1,,,,,,,1,0,,,,,,1,1,,,"0,4128","0,6513","0,4613","0,6513",,"0,8631","0,8905","-0,0274",2,2,2,2,2,3,2,0,3,1,1,2,1,,,,,,,,,,,,10,4,"0,7142857143","0,2857142857","-0,4854268272","-1,807354922",9,4,"0,6923076923","0,3076923077","-0,5305147167","-1,700439718",10
840,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3971",0,0,0,1,1,0,0,,,,,,0,0,1,0,1,,,,,,0,1,0,,,,,,,0,1,,,,,,0,0,,,"0,4122","0,6425","0,4608","0,6425",,"0,8366","0,8631","-0,0265",0,0,0,0,0,1,1,2,2,3,1,1,3,1,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
841,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3979",1,1,1,0,1,1,0,,,,,,1,1,0,1,1,,,,,,1,0,1,,,,,,,1,1,,,,,,1,1,,,"0,4126","0,6553","0,4611","0,6553",,"0,9183","0,9403","-0,0220",2,2,2,2,2,2,1,1,1,2,0,3,3,0,,,,,,,,,,,10,5,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",9,5,"0,6428571429","0,3571428571","-0,6374299206","-1,485426827",10
842,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3974",0,0,0,0,0,0,1,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,4142","0,6583","0,4623","0,6583",,"0,5665","0,5917","-0,0252",0,0,0,0,0,1,1,0,1,1,0,1,3,3,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
843,"151,25","6,25",2,0,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3981",1,1,0,0,0,0,1,,,,,,1,0,0,0,0,,,,,,1,0,0,,,,,,,1,0,,,,,,0,0,,,"0,4150","0,6579","0,4633","0,6579",,"0,9968","0,9852","0,0116",2,2,2,2,2,1,0,1,0,1,0,1,1,3,,,,,,,,,,,7,8,"0,4666666667","0,5333333333","-1,099535674","-0,9068905956",6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",7
844,"151,25",-5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3976",0,0,1,0,0,1,1,,,,,,0,1,0,1,0,,,,,,0,0,1,,,,,,,0,0,,,,,,1,1,,,"0,4155","0,6532","0,4637","0,6532",,"0,7219","0,7496","-0,0277",0,0,0,0,0,2,0,0,0,0,0,3,0,3,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
845,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3983",1,1,1,0,0,1,0,,,,,,1,1,0,1,0,,,,,,1,0,1,,,,,,,1,0,,,,,,1,1,,,"0,4164","0,6600","0,4646","0,6600",,"0,9968","1,0000","-0,0032",2,2,2,2,2,2,0,1,1,1,1,3,1,0,,,,,,,,,,,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",7,7,"0,5","0,5",-1,-1,8
846,"151,25",-5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3979",0,0,1,0,1,1,0,,,,,,0,1,0,1,1,,,,,,0,0,1,,,,,,,0,1,,,,,,1,1,,,"0,4149","0,6385","0,4633","0,6385",,"0,9183","0,9403","-0,0220",0,0,0,0,0,2,0,0,1,2,3,2,3,1,,,,,,,,,,,5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",0
847,"151,25","6,25",2,0,3,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3986",1,1,0,1,0,0,0,,,,,,1,0,0,0,0,,,,,,1,1,0,,,,,,,1,0,,,,,,0,0,,,"0,4158","0,6624","0,4642","0,6624",,"0,9968","0,9852","0,0116",2,2,2,2,2,1,1,2,1,0,1,0,1,1,,,,,,,,,,,7,8,"0,4666666667","0,5333333333","-1,099535674","-0,9068905956",6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",7
848,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3981",0,0,0,0,0,0,0,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,4179","0,6625","0,4657","0,6625",,"0,3534","0,3712","-0,0179",0,0,0,0,0,1,1,0,1,1,1,0,2,1,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
849,"151,25","6,25",2,0,3,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3988",1,1,0,1,0,0,0,,,,,,1,0,1,0,0,,,,,,1,1,0,,,,,,,1,0,,,,,,0,0,,,"0,4186","0,6614","0,4664","0,6614",,"0,9710","0,9852","-0,0143",2,2,2,2,2,0,3,3,3,1,0,0,1,0,,,,,,,,,,,9,6,"0,6","0,4","-0,7369655942","-1,321928095",8,6,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",9
850,"151,25",-5,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3984",0,0,1,1,1,0,0,,,,,,0,1,0,0,0,,,,,,0,1,0,,,,,,,0,1,,,,,,1,0,,,"0,4191","0,6565","0,4668","0,6565",,"0,7219","0,7496","-0,0277",0,0,0,0,0,2,0,2,0,2,0,0,1,0,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
851,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3991",1,1,1,1,0,0,1,,,,,,1,1,0,0,1,,,,,,1,1,0,,,,,,,1,0,,,,,,1,0,,,"0,4178","0,6461","0,4651","0,6461",,"0,7219","0,7496","-0,0277",2,2,2,2,2,3,2,2,0,1,2,1,3,2,,,,,,,,,,,12,3,"0,8","0,2","-0,3219280949","-2,321928095",11,3,"0,7857142857","0,2142857143","-0,3479233034","-2,222392421",12
852,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3986",0,0,0,0,0,0,0,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,4193","0,6617","0,4663","0,6617",,"0,5665","0,5917","-0,0252",0,0,0,0,0,1,0,1,0,0,3,0,2,0,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
853,"151,25","6,25",2,0,3,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3993",1,1,0,0,1,1,0,,,,,,1,0,0,1,1,,,,,,1,0,1,,,,,,,1,1,,,,,,0,1,,,"0,4197","0,6585","0,4666","0,6585",,"0,9183","0,9403","-0,0220",2,2,2,2,2,1,2,1,0,3,0,2,3,0,,,,,,,,,,,10,5,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",9,5,"0,6428571429","0,3571428571","-0,6374299206","-1,485426827",10
854,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3988",0,0,0,1,0,0,0,,,,,,0,0,0,0,0,,,,,,0,1,0,,,,,,,0,0,,,,,,0,0,,,"0,4218","0,6604","0,4681","0,6604",,"0,3534","0,3712","-0,0179",0,0,0,0,0,1,1,3,1,1,1,1,0,0,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
855,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3995",1,1,1,1,0,0,0,,,,,,1,1,0,0,1,,,,,,1,1,0,,,,,,,1,0,,,,,,1,0,,,"0,4225","0,6591","0,4688","0,6591",,"0,9710","0,9852","-0,0143",2,2,2,2,2,2,0,3,1,0,0,0,2,0,,,,,,,,,,,9,6,"0,6","0,4","-0,7369655942","-1,321928095",8,6,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",9
856,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3991",0,0,0,1,0,0,1,,,,,,0,0,0,0,0,,,,,,0,1,0,,,,,,,0,0,,,,,,0,0,,,"0,4240","0,6603","0,4700","0,6603",,"0,5665","0,5917","-0,0252",0,0,0,0,0,0,1,3,0,0,0,0,1,3,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
857,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3998",1,1,1,0,0,0,0,,,,,,1,1,0,0,1,,,,,,1,0,0,,,,,,,1,0,,,,,,1,0,,,"0,4244","0,6571","0,4703","0,6571",,"0,9183","0,9403","-0,0220",2,2,2,2,2,2,3,0,0,1,3,0,3,0,,,,,,,,,,,10,5,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",9,5,"0,6428571429","0,3571428571","-0,6374299206","-1,485426827",10
858,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3993",0,0,0,0,0,1,0,,,,,,0,0,0,1,0,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,4264","0,6591","0,4717","0,6591",,"0,3534","0,3712","-0,0179",0,0,0,0,0,0,1,1,0,1,1,3,1,1,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
859,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4000",1,1,1,1,0,1,0,,,,,,1,1,0,1,1,,,,,,1,1,1,,,,,,,1,0,,,,,,1,1,,,"0,4262","0,6509","0,4713","0,6509",,"0,8366","0,8631","-0,0265",2,2,2,2,2,2,3,2,0,0,0,2,2,0,,,,,,,,,,,11,4,"0,7333333333","0,2666666667","-0,447458977","-1,906890596",10,4,"0,7142857143","0,2857142857","-0,4854268272","-1,807354922",11
860,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3995",0,0,0,0,0,0,1,,,,,,0,0,0,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,4283","0,6570","0,4727","0,6570",,"0,3534","0,3712","-0,0179",0,0,0,0,0,0,0,0,1,1,0,1,0,3,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
861,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4002",1,1,1,0,0,0,0,,,,,,1,1,1,0,1,,,,,,1,0,0,,,,,,,1,0,,,,,,1,0,,,"0,4287","0,6534","0,4731","0,6534",,"0,9183","0,9403","-0,0220",2,2,2,2,2,2,1,0,3,1,2,0,3,0,,,,,,,,,,,10,5,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",9,5,"0,6428571429","0,3571428571","-0,6374299206","-1,485426827",10
862,"151,25",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,3998",0,0,0,1,0,0,0,,,,,,0,0,1,0,0,,,,,,0,1,0,,,,,,,0,0,,,,,,0,0,,,"0,4291","0,6498","0,4734","0,6498",,"0,7219","0,7496","-0,0277",0,0,0,0,0,0,3,2,3,0,1,0,0,0,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
863,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4005",1,1,1,0,0,0,0,,,,,,1,1,0,0,0,,,,,,1,0,0,,,,,,,1,0,,,,,,1,0,,,"0,4299","0,6572","0,4743","0,6572",,"0,9968","1,0000","-0,0032",2,2,2,2,2,2,2,0,1,0,0,1,0,0,,,,,,,,,,,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",7,7,"0,5","0,5",-1,-1,8
864,"151,25",-5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4000",0,0,0,1,0,0,0,,,,,,0,0,0,0,1,,,,,,0,1,0,,,,,,,0,0,,,,,,0,0,,,"0,4303","0,6514","0,4747","0,6514",,"0,7219","0,7496","-0,0277",0,0,0,0,0,0,3,2,0,0,0,0,2,1,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
865,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4007",1,1,1,0,0,1,0,,,,,,1,1,0,1,0,,,,,,1,0,1,,,,,,,1,0,,,,,,1,1,,,"0,4310","0,6580","0,4754","0,6580",,"0,9710","0,9852","-0,0143",2,2,2,2,2,2,0,0,0,1,2,3,0,0,,,,,,,,,,,9,6,"0,6","0,4","-0,7369655942","-1,321928095",8,6,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",9
866,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4002",0,0,0,0,0,0,1,,,,,,0,0,1,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,4324","0,6590","0,4765","0,6590",,"0,5665","0,5917","-0,0252",0,0,0,0,0,0,1,0,3,1,0,1,0,2,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
867,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4009",1,1,1,0,1,0,1,,,,,,1,1,0,0,1,,,,,,1,0,0,,,,,,,1,1,,,,,,1,0,,,"0,4322","0,6514","0,4761","0,6514",,"0,8366","0,8631","-0,0265",2,2,2,2,2,2,3,1,0,3,1,0,3,3,,,,,,,,,,,11,4,"0,7333333333","0,2666666667","-0,447458977","-1,906890596",10,4,"0,7142857143","0,2857142857","-0,4854268272","-1,807354922",11
868,"151,25",-5,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4005",0,0,0,0,1,1,0,,,,,,0,0,1,1,0,,,,,,0,0,1,,,,,,,0,1,,,,,,0,1,,,"0,4316","0,6431","0,4756","0,6431",,"0,8366","0,8631","-0,0265",0,0,0,0,0,0,2,0,2,3,1,3,1,1,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
869,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4011",1,1,1,1,0,0,1,,,,,,1,1,0,0,1,,,,,,1,1,0,,,,,,,1,0,,,,,,1,0,,,"0,4303","0,6430","0,4740","0,6430",,"0,7219","0,7496","-0,0277",2,2,2,2,2,2,3,3,0,0,3,0,3,2,,,,,,,,,,,12,3,"0,8","0,2","-0,3219280949","-2,321928095",11,3,"0,7857142857","0,2142857143","-0,3479233034","-2,222392421",12
870,"151,25",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4007",0,0,0,0,1,1,1,,,,,,0,0,0,1,0,,,,,,0,0,1,,,,,,,0,1,,,,,,0,1,,,"0,4297","0,6429","0,4734","0,6429",,"0,8366","0,8631","-0,0265",0,0,0,0,0,0,0,0,0,3,2,3,1,2,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
871,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4014",1,1,1,1,1,1,0,,,,,,1,1,0,1,0,,,,,,1,1,1,,,,,,,1,1,,,,,,1,1,,,"0,4301","0,6568","0,4738","0,6568",,"0,9183","0,9403","-0,0220",2,2,2,2,2,2,0,3,0,3,1,2,0,1,,,,,,,,,,,10,5,"0,6666666667","0,3333333333","-0,5849625007","-1,584962501",9,5,"0,6428571429","0,3571428571","-0,6374299206","-1,485426827",10
872,"151,25",-5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4009",0,0,0,1,1,1,1,,,,,,0,0,1,1,0,,,,,,0,1,1,,,,,,,0,1,,,,,,0,1,,,"0,4280","0,6304","0,4718","0,6304",,"0,9710","0,9852","-0,0143",0,0,0,0,0,0,3,2,2,3,1,2,0,2,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",0
873,"151,25","6,25",2,0,3,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,5000",30,,"0,4016",1,1,1,0,0,0,0,,,,,,1,1,1,0,1,,,,,,1,0,0,,,,,,,1,0,,,,,,1,0,,,"0,4287","0,6597","0,4726","0,6597",,"0,9710","0,9852","-0,0143",2,2,2,2,2,2,1,1,2,0,0,1,2,0,,,,,,,,,,,9,6,"0,6","0,4","-0,7369655942","-1,321928095",8,6,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",9
