t,Entrada,Converte_5,Media_Atual_5,Converte_6,Media_Atual_6,Converte_7,Media_Atual_7,Converte_8,Media_Atual_8,Converte_9,Media_Atual_9,Converte_A,Media_Atual_A,Converte_B,Media_Atual_B,Converte_C,Media_Atual_C,Media_2,Media,,PEARSON,DIFF_PEARSON,,,,,RATING1,RATING2,RATING3,,,
29,"1,17",0,"0,5172413793",0,"0,4137931034",0,"0,3448275862",0,"0,1724137931",0,"0,06896551724",0,"0,03448275862",0,"0,03448275862",0,0,0,,,,,,,,,,,,,,
30,"1,41",0,"0,5",0,"0,4",0,"0,3333333333",0,"0,1666666667",0,"0,06666666667",0,"0,03333333333",0,"0,03333333333",0,0,0,,,,,,,,,,,,,,
31,"2,1",0,"0,4838709677",0,"0,3870967742",0,"0,3225806452",0,"0,1612903226",0,"0,06451612903",0,"0,03225806452",0,"0,03225806452",0,0,0,,,,,,,,,,,,,,
32,"1,35",1,"0,5",0,"0,375",0,"0,3125",0,"0,15625",0,"0,0625",0,"0,03125",0,"0,03125",0,0,1,,,,,,,,,,,,,,
33,"1,69",0,"0,4848484848",0,"0,3636363636",0,"0,303030303",0,"0,1515151515",0,"0,06060606061",0,"0,0303030303",0,"0,0303030303",0,0,0,,,,,,,,,,,,,,
34,"1,36",0,"0,4705882353",0,"0,3529411765",0,"0,2941176471",0,"0,1470588235",0,"0,05882352941",0,"0,02941176471",0,"0,02941176471",0,0,0,,,,,,,,,,,,,,
35,"1,15",0,"0,4571428571",0,"0,3428571429",0,"0,2857142857",0,"0,1428571429",0,"0,05714285714",0,"0,02857142857",0,"0,02857142857",0,0,0,,,,,,,,,,,,,,
36,"1,99",0,"0,4444444444",0,"0,3333333333",0,"0,2777777778",0,"0,1388888889",0,"0,05555555556",0,"0,02777777778",0,"0,02777777778",0,0,0,,,,,,,,,,,,,,
37,"1,32",1,"0,4594594595",0,"0,3243243243",0,"0,2702702703",0,"0,1351351351",0,"0,05405405405",0,"0,02702702703",0,"0,02702702703",0,0,0,,,,,,,,,,,,,,
38,"1,21",0,"0,4473684211",0,"0,3157894737",0,"0,2631578947",0,"0,1315789474",0,"0,05263157895",0,"0,02631578947",0,"0,02631578947",0,0,0,,,,,,,,,,,,,,
39,"2,62",0,"0,4358974359",0,"0,3076923077",0,"0,2564102564",0,"0,1282051282",0,"0,05128205128",0,"0,02564102564",0,"0,02564102564",0,0,0,,,,,,,,,,,,,,
40,"1,71",1,"0,45",1,"0,325",0,"0,25",0,"0,125",0,"0,05",0,"0,025",0,"0,025",0,0,1,,,,,,,,,,,,,,
41,"1,2",0,"0,4390243902",0,"0,3170731707",0,"0,243902439",0,"0,1219512195",0,"0,0487804878",0,"0,0243902439",0,"0,0243902439",0,0,0,,,,,,,,,,,,,,
42,"1,41",0,"0,4285714286",0,"0,3095238095",0,"0,2380952381",0,"0,119047619",0,"0,04761904762",0,"0,02380952381",0,"0,02380952381",0,0,0,,,,,,,,,,,,,,
43,"1,04",0,"0,4186046512",0,"0,3023255814",0,"0,2325581395",0,"0,1162790698",0,"0,04651162791",0,"0,02325581395",0,"0,02325581395",0,0,0,,,,,,,,,,,,,,
44,"3,63",0,"0,4090909091",0,"0,2954545455",0,"0,2272727273",0,"0,1136363636",0,"0,04545454545",0,"0,02272727273",0,"0,02272727273",0,0,0,,,,,,,,,,,,,,
45,"19,39",1,"0,4222222222",1,"0,3111111111",1,"0,2444444444",0,"0,1111111111",0,"0,04444444444",0,"0,02222222222",0,"0,02222222222",0,0,1,,,,,,,,,,,,,,
46,"1,75",1,"0,4347826087",1,"0,3260869565",1,"0,2608695652",1,"0,1304347826",1,"0,0652173913",1,"0,04347826087",0,"0,02173913043",0,0,1,,,,,,,,,,,,,,
47,"1,37",1,"0,4468085106",0,"0,3191489362",0,"0,2553191489",0,"0,1276595745",0,"0,06382978723",0,"0,04255319149",0,"0,02127659574",0,0,0,,,,,,,,,,,,,,
48,"1,48",0,"0,4375",0,"0,3125",0,"0,25",0,"0,125",0,"0,0625",0,"0,04166666667",0,"0,02083333333",0,0,0,,,,,,,,,,,,,,
49,"2,11",0,"0,4285714286",0,"0,306122449",0,"0,2448979592",0,"0,1224489796",0,"0,0612244898",0,"0,04081632653",0,"0,02040816327",0,0,0,,,,,,,,,,,,,,
50,"1,2",1,"0,44",0,"0,3",0,"0,24",0,"0,12",0,"0,06",0,"0,04",0,"0,02",0,0,1,,,,,,,,,,,,,,
51,"1,88",0,"0,431372549",0,"0,2941176471",0,"0,2352941176",0,"0,1176470588",0,"0,05882352941",0,"0,03921568627",0,"0,01960784314",0,0,0,,,,,,,,,,,,,,
52,"9,76",1,"0,4423076923",0,"0,2884615385",0,"0,2307692308",0,"0,1153846154",0,"0,05769230769",0,"0,03846153846",0,"0,01923076923",0,0,0,,,,,,,,,,,,,,
53,"6,48",1,"0,4528301887",1,"0,3018867925",1,"0,2452830189",1,"0,1320754717",1,"0,07547169811",0,"0,03773584906",0,"0,01886792453",0,0,1,,,,,,,,,,,,,,
54,"1,01",1,"0,462962963",1,"0,3148148148",1,"0,2592592593",1,"0,1481481481",1,"0,09259259259",0,"0,03703703704",0,"0,01851851852",0,0,1,,,,,,,,,,,,,,
55,"1,12",0,"0,4545454545",0,"0,3090909091",0,"0,2545454545",0,"0,1454545455",0,"0,09090909091",0,"0,03636363636",0,"0,01818181818",0,0,0,,,,,,,,,,,,,,
56,"1,67",0,"0,4464285714",0,"0,3035714286",0,"0,25",0,"0,1428571429",0,"0,08928571429",0,"0,03571428571",0,"0,01785714286",0,0,0,,,,,,,,,,,,,,
57,"1,05",0,"0,4385964912",0,"0,298245614",0,"0,2456140351",0,"0,1403508772",0,"0,08771929825",0,"0,0350877193",0,"0,01754385965",0,0,0,,,,,,,,,,,,,,
58,"4,55",0,"0,4310344828",0,"0,2931034483",0,"0,2413793103",0,"0,1379310345",0,"0,08620689655",0,"0,03448275862",0,"0,01724137931",0,0,0,,,,,,,,,,,,,,
59,"1,04",1,"0,4406779661",1,"0,3050847458",1,"0,2542372881",1,"0,1525423729",0,"0,08474576271",0,"0,03389830508",0,"0,01694915254",0,0,1,,,,,,,,,,,,,,
60,"3,54",0,"0,4333333333",0,"0,3",0,"0,25",0,"0,15",0,"0,08333333333",0,"0,03333333333",0,"0,01666666667",0,0,0,,,,,,,,,,,,,,
61,"2,58",1,"0,4426229508",1,"0,3114754098",1,"0,262295082",0,"0,1475409836",0,"0,08196721311",0,"0,03278688525",0,"0,01639344262",0,0,1,"0,3333333333","0,4790701376",,,,,,,,,,,,
62,"166,53",1,"0,4516129032",1,"0,3225806452",0,"0,2580645161",0,"0,1451612903",0,"0,08064516129",0,"0,03225806452",0,"0,01612903226",0,0,1,"0,3333333333","0,4790701376",,,,,,,,,,,,
63,"2,82",1,"0,4603174603",1,"0,3333333333",1,"0,2698412698",1,"0,1587301587",1,"0,09523809524",1,"0,04761904762",1,"0,03174603175",1,"0,01587301587",1,"0,35","0,484175825",,,,,,,,,,,,
64,"1,03",1,"0,46875",1,"0,34375",1,"0,28125",0,"0,15625",0,"0,09375",0,"0,046875",0,"0,03125",0,"0,015625",1,"0,35","0,484175825",,,,,,,,,,,,
65,"2,16",0,"0,4615384615",0,"0,3384615385",0,"0,2769230769",0,"0,1538461538",0,"0,09230769231",0,"0,04615384615",0,"0,03076923077",0,"0,01538461538",0,"0,35","0,4790701376",,,,,,,,,,,,
66,"1,19",1,"0,4696969697",1,"0,3484848485",0,"0,2727272727",0,"0,1515151515",0,"0,09090909091",0,"0,04545454545",0,"0,0303030303",0,"0,01515151515",1,"0,3333333333","0,4790701376",,,,,,,,,,,,
67,"16,14",0,"0,4626865672",0,"0,3432835821",0,"0,2686567164",0,"0,1492537313",0,"0,08955223881",0,"0,0447761194",0,"0,02985074627",0,"0,01492537313",0,"0,35","0,4790701376",,,,,,,"0,01666666667",,,,,
68,"4,04",1,"0,4705882353",1,"0,3529411765",1,"0,2794117647",1,"0,1617647059",1,"0,1029411765",1,"0,05882352941",0,"0,02941176471",0,"0,01470588235",1,"0,35","0,484175825",,,,,,,"0,01666666667",,,,,
69,"1,8",1,"0,4782608696",1,"0,3623188406",1,"0,2898550725",1,"0,1739130435",0,"0,1014492754",0,"0,05797101449",0,"0,02898550725",0,"0,01449275362",1,"0,3666666667","0,4886694324",,,,,,,"0,01666666667",,,,,
70,"2,21",1,"0,4857142857",0,"0,3571428571",0,"0,2857142857",0,"0,1714285714",0,"0,1",0,"0,05714285714",0,"0,02857142857",0,"0,01428571429",0,"0,3833333333","0,4886694324",,,,,,,"0,03333333333",,,,,
71,"1,71",1,"0,4929577465",1,"0,3661971831",0,"0,2816901408",0,"0,1690140845",0,"0,0985915493",0,"0,05633802817",0,"0,02816901408",0,"0,01408450704",1,"0,3666666667","0,4886694324",,,,,,,"0,01666666667",,,,,
72,"3,2",0,"0,4861111111",0,"0,3611111111",0,"0,2777777778",0,"0,1666666667",0,"0,09722222222",0,"0,05555555556",0,"0,02777777778",0,"0,01388888889",0,"0,3666666667","0,484175825",,,,,,,"0,03333333333",,,,,
73,"1,51",1,"0,4931506849",1,"0,3698630137",1,"0,2876712329",0,"0,1643835616",0,"0,09589041096",0,"0,05479452055",0,"0,02739726027",0,"0,01369863014",1,"0,3666666667","0,4886694324",,,,,,,"0,01666666667","0,03333333333",,,,
74,"1,33",0,"0,4864864865",0,"0,3648648649",0,"0,2837837838",0,"0,1621621622",0,"0,09459459459",0,"0,05405405405",0,"0,02702702703",0,"0,01351351351",0,"0,3666666667","0,484175825",,,,,,,"0,01666666667","0,03333333333",,,,
75,"2,19",0,"0,48",0,"0,36",0,"0,28",0,"0,16",0,"0,09333333333",0,"0,05333333333",0,"0,02666666667",0,"0,01333333333",0,"0,3666666667","0,484175825",,,,,,,0,"0,01666666667",,,,
76,"6,81",1,"0,4868421053",1,"0,3684210526",0,"0,2763157895",0,"0,1578947368",0,"0,09210526316",0,"0,05263157895",0,"0,02631578947",0,"0,01315789474",1,"0,3666666667","0,4886694324",,,,,,,"-0,01666666667","0,01666666667",,,,
77,"15,05",1,"0,4935064935",1,"0,3766233766",1,"0,2857142857",1,"0,1688311688",1,"0,1038961039",0,"0,05194805195",0,"0,02597402597",0,"0,01298701299",1,"0,3833333333","0,4925677119",,,,,,,"0,01666666667","0,03333333333",,,,
78,"1,58",1,"0,5",1,"0,3846153846",1,"0,2948717949",1,"0,1794871795",1,"0,1153846154",1,"0,0641025641",0,"0,02564102564",0,"0,01282051282",1,"0,4","0,4958847037",,,,,,,"0,03333333333","0,06666666667",,,,
79,"5,78",0,"0,4936708861",0,"0,3797468354",0,"0,2911392405",0,"0,1772151899",0,"0,1139240506",0,"0,06329113924",0,"0,0253164557",0,"0,01265822785",0,"0,4166666667","0,4958847037",,,,,,,"0,05","0,06666666667",,,,
80,"1,16",1,"0,5",1,"0,3875",1,"0,3",1,"0,1875",0,"0,1125",0,"0,0625",0,"0,025",0,"0,0125",1,"0,4166666667","0,4986320084",,,,,,,"0,05","0,06666666667",,,,
81,"1,16",0,"0,4938271605",0,"0,3827160494",0,"0,2962962963",0,"0,1851851852",0,"0,1111111111",0,"0,06172839506",0,"0,02469135802",0,"0,01234567901",0,"0,4166666667","0,4958847037",,,,,,,"0,05","0,05",,,,
82,"3,7",0,"0,487804878",0,"0,3780487805",0,"0,2926829268",0,"0,1829268293",0,"0,1097560976",0,"0,06097560976",0,"0,0243902439",0,"0,01219512195",0,"0,4166666667","0,4958847037",,,,,,,"0,05","0,03333333333",,,,
83,"1,51",1,"0,4939759036",1,"0,3855421687",1,"0,3012048193",1,"0,1927710843",0,"0,1084337349",0,"0,06024096386",0,"0,02409638554",0,"0,01204819277",1,"0,4","0,4958847037",,,,,,,"0,01666666667","0,03333333333",,,,
84,"2,51",0,"0,4880952381",0,"0,380952381",0,"0,2976190476",0,"0,1904761905",0,"0,1071428571",0,"0,05952380952",0,"0,02380952381",0,"0,0119047619",0,"0,4","0,4925677119",,,,,,,0,"0,03333333333","0,4",,,
85,"1,26",1,"0,4941176471",1,"0,3882352941",0,"0,2941176471",0,"0,1882352941",0,"0,1058823529",0,"0,05882352941",0,"0,02352941176",0,"0,01176470588",1,"0,4","0,4958847037",,,,,,,"-0,01666666667","0,03333333333","0,06666666667",,,
86,"1,41",0,"0,488372093",0,"0,3837209302",0,"0,2906976744",0,"0,1860465116",0,"0,1046511628",0,"0,05813953488",0,"0,02325581395",0,"0,01162790698",0,"0,4166666667","0,4958847037",,,,,,,0,"0,05","0,08333333333",,,
87,"2,18",0,"0,4827586207",0,"0,3793103448",0,"0,2873563218",0,"0,183908046",0,"0,1034482759",0,"0,05747126437",0,"0,02298850575",0,"0,01149425287",0,"0,4","0,4925677119",,,,,,,"-0,01666666667","0,03333333333","0,05",,,
88,"1,59",1,"0,4886363636",1,"0,3863636364",0,"0,2840909091",0,"0,1818181818",0,"0,1022727273",0,"0,05681818182",0,"0,02272727273",0,"0,01136363636",1,"0,3833333333","0,4925677119",,,,,,,"-0,03333333333","0,01666666667","0,03333333333",,,
89,"4,83",0,"0,4831460674",0,"0,3820224719",0,"0,2808988764",0,"0,1797752809",0,"0,1011235955",0,"0,05617977528",0,"0,02247191011",0,"0,01123595506",0,"0,4","0,4925677119",,,,,,,0,"0,01666666667","0,05",,,
90,"3,39",1,"0,4888888889",1,"0,3888888889",1,"0,2888888889",1,"0,1888888889",0,"0,1",0,"0,05555555556",0,"0,02222222222",0,"0,01111111111",1,"0,4","0,4958847037",,,,,,,0,0,"0,06666666667",,,
91,"7,03",1,"0,4945054945",1,"0,3956043956",1,"0,2967032967",0,"0,1868131868",0,"0,0989010989",0,"0,05494505495",0,"0,02197802198",0,"0,01098901099",1,"0,4166666667","0,4986320084",,,,,,,"0,01666666667",0,"0,06666666667",,,
92,"1,38",1,"0,5",1,"0,402173913",1,"0,3043478261",1,"0,1956521739",1,"0,1086956522",0,"0,05434782609",0,"0,02173913043",0,"0,01086956522",1,"0,4333333333","0,5008190014",,,,,,,"0,01666666667","0,01666666667","0,08333333333",,,
93,"2,09",0,"0,4946236559",0,"0,3978494624",0,"0,3010752688",0,"0,1935483871",0,"0,1075268817",0,"0,05376344086",0,"0,02150537634",0,"0,01075268817",0,"0,4333333333","0,4986320084",,,,,,,"0,03333333333","0,01666666667","0,06666666667",,,
94,"1,85",1,"0,5",0,"0,3936170213",0,"0,2978723404",0,"0,1914893617",0,"0,1063829787",0,"0,05319148936",0,"0,02127659574",0,"0,01063829787",1,"0,4333333333","0,5008190014",,,,,,,"0,05","0,01666666667","0,05",,,
95,"1,54",1,"0,5052631579",0,"0,3894736842",0,"0,2947368421",0,"0,1894736842",0,"0,1052631579",0,"0,05263157895",0,"0,02105263158",0,"0,01052631579",0,"0,45","0,5008190014",,,,,,,"0,05","0,05","0,08333333333",,,
96,"2,29",0,"0,5",0,"0,3854166667",0,"0,2916666667",0,"0,1875",0,"0,1041666667",0,"0,05208333333",0,"0,02083333333",0,"0,01041666667",0,"0,45","0,5008190014",,,,,,,"0,05","0,05","0,08333333333","0,45",,
97,"1,25",1,"0,5051546392",1,"0,3917525773",0,"0,2886597938",0,"0,1855670103",0,"0,1030927835",0,"0,05154639175",0,"0,0206185567",0,"0,01030927835",1,"0,45","0,5024529992",,,,,,,"0,03333333333","0,05","0,08333333333","0,1166666667",,
98,"33,04",0,"0,5",0,"0,387755102",0,"0,2857142857",0,"0,1836734694",0,"0,1020408163",0,"0,05102040816",0,"0,02040816327",0,"0,01020408163",0,"0,4666666667","0,5024529992",,,,,,,"0,03333333333","0,05","0,1","0,1333333333",,
99,"14,44",1,"0,5050505051",1,"0,3939393939",1,"0,2929292929",1,"0,1919191919",1,"0,1111111111",1,"0,06060606061",1,"0,0303030303",0,"0,0101010101",1,"0,4666666667","0,5035393853",,,,,,,"0,03333333333","0,06666666667","0,1","0,1166666667",,
100,"1,76",1,"0,51",1,"0,4",1,"0,3",1,"0,2",1,"0,12",1,"0,07",0,"0,03",0,"0,01",1,"0,4833333333","0,5040817004",,,,,,,"0,05","0,1","0,1166666667","0,1333333333",,
101,"1,11",1,"0,5148514851",0,"0,396039604",0,"0,297029703",0,"0,198019802",0,"0,1188118812",0,"0,06930693069",0,"0,0297029703",0,"0,009900990099",0,"0,4833333333","0,5035393853",,,,,,,"0,03333333333","0,08333333333","0,1","0,1333333333",,
102,"2,67",0,"0,5098039216",0,"0,3921568627",0,"0,2941176471",0,"0,1960784314",0,"0,1176470588",0,"0,06862745098",0,"0,02941176471",0,"0,009803921569",0,"0,4833333333","0,5035393853",,,,,,,"0,03333333333","0,08333333333","0,08333333333","0,15",,
103,"1,71",1,"0,5145631068",1,"0,3980582524",0,"0,2912621359",0,"0,1941747573",0,"0,1165048544",0,"0,06796116505",0,"0,02912621359",0,"0,009708737864",1,"0,4833333333","0,5040817004",,,,,,,"0,03333333333","0,06666666667","0,06666666667","0,1333333333",,
104,"78,21",0,"0,5096153846",0,"0,3942307692",0,"0,2884615385",0,"0,1923076923",0,"0,1153846154",0,"0,06730769231",0,"0,02884615385",0,"0,009615384615",0,"0,5","0,5040817004",,,,,,,"0,03333333333","0,06666666667","0,08333333333","0,15",,
105,"1,24",1,"0,5142857143",1,"0,4",1,"0,2952380952",1,"0,2",1,"0,1238095238",1,"0,07619047619",1,"0,0380952381",1,"0,01904761905",1,"0,5","0,5040817004",,,,,,,"0,03333333333","0,06666666667","0,08333333333","0,1333333333",,
106,"1,35",0,"0,5094339623",0,"0,3962264151",0,"0,2924528302",0,"0,1981132075",0,"0,1226415094",0,"0,07547169811",0,"0,03773584906",0,"0,01886792453",0,"0,5","0,5040817004",,,,,,,"0,01666666667","0,06666666667","0,08333333333","0,1166666667",,
107,"2,96",0,"0,5046728972",0,"0,3925233645",0,"0,2897196262",0,"0,1962616822",0,"0,1214953271",0,"0,07476635514",0,"0,03738317757",0,"0,01869158879",0,"0,4833333333","0,5035393853",,,,,,,0,"0,03333333333","0,08333333333","0,1166666667",,
108,"1,61",1,"0,5092592593",1,"0,3981481481",1,"0,2962962963",0,"0,1944444444",0,"0,1203703704",0,"0,07407407407",0,"0,03703703704",0,"0,01851851852",1,"0,4833333333","0,5040817004",,,,,,,0,"0,03333333333","0,08333333333","0,1166666667",,
109,"2,84",0,"0,504587156",0,"0,3944954128",0,"0,2935779817",0,"0,1926605505",0,"0,119266055",0,"0,07339449541",0,"0,03669724771",0,"0,01834862385",0,"0,5","0,5040817004",,,,,,,"0,01666666667","0,05","0,1","0,1333333333",,
110,"4,84",1,"0,5090909091",1,"0,4",1,"0,3",0,"0,1909090909",0,"0,1181818182",0,"0,07272727273",0,"0,03636363636",0,"0,01818181818",1,"0,5","0,5040817004",,,,,,,0,"0,03333333333","0,08333333333","0,1333333333",,
111,"57,11",1,"0,5135135135",1,"0,4054054054",1,"0,3063063063",1,"0,1981981982",0,"0,1171171171",0,"0,07207207207",0,"0,03603603604",0,"0,01801801802",1,"0,5","0,5040817004",,,,,,,0,"0,03333333333","0,1","0,1333333333",,
112,"1,23",1,"0,5178571429",1,"0,4107142857",1,"0,3125",1,"0,2053571429",1,"0,125",1,"0,08035714286",1,"0,04464285714",1,"0,02678571429",1,"0,5166666667","0,5035393853",,,,,,,"0,01666666667","0,03333333333","0,1333333333","0,15",,
113,"1,04",0,"0,5132743363",0,"0,407079646",0,"0,3097345133",0,"0,203539823",0,"0,1238938053",0,"0,0796460177",0,"0,04424778761",0,"0,02654867257",0,"0,5333333333","0,5035393853",,,,,,,"0,05","0,05","0,1333333333","0,15",,
114,"4,51",0,"0,5087719298",0,"0,4035087719",0,"0,3070175439",0,"0,201754386",0,"0,1228070175",0,"0,07894736842",0,"0,04385964912",0,"0,02631578947",0,"0,5166666667","0,5040817004",,,,,,,"0,03333333333","0,03333333333","0,1166666667","0,1166666667",,
115,"4,51",1,"0,5130434783",1,"0,4086956522",1,"0,3130434783",1,"0,2086956522",0,"0,1217391304",0,"0,07826086957",0,"0,04347826087",0,"0,02608695652",1,"0,5","0,5040817004",,,,,,,0,"0,01666666667","0,08333333333","0,08333333333",,
116,"1,39",1,"0,5172413793",1,"0,4137931034",1,"0,3189655172",1,"0,2155172414",0,"0,1206896552",0,"0,0775862069",0,"0,04310344828",0,"0,02586206897",1,"0,5166666667","0,5035393853",,,,,,,"0,01666666667","0,01666666667","0,08333333333","0,1",,
117,"2,47",0,"0,5128205128",0,"0,4102564103",0,"0,3162393162",0,"0,2136752137",0,"0,1196581197",0,"0,07692307692",0,"0,04273504274",0,"0,02564102564",0,"0,5333333333","0,5035393853",,,,,,,"0,03333333333","0,03333333333","0,1","0,1166666667",,
118,"2,86",1,"0,5169491525",1,"0,4152542373",0,"0,313559322",0,"0,2118644068",0,"0,1186440678",0,"0,07627118644",0,"0,04237288136",0,"0,02542372881",1,"0,5333333333","0,5024529992",,,,,,,"0,01666666667","0,03333333333","0,1","0,1166666667","0,5333333333",
119,"2,3",1,"0,5210084034",1,"0,4201680672",1,"0,3193277311",0,"0,2100840336",0,"0,1176470588",0,"0,0756302521",0,"0,04201680672",0,"0,02521008403",1,"0,55","0,5008190014",,,,,,,"0,01666666667","0,06666666667","0,1","0,15","0,2166666667",
120,"1,14",1,"0,525",1,"0,425",0,"0,3166666667",0,"0,2083333333",0,"0,1166666667",0,"0,075",0,"0,04166666667",0,"0,025",1,"0,55","0,5008190014",                                                    ,,,,,,"0,03333333333","0,06666666667","0,1","0,15","0,2166666667",
121,"5,54",0,"0,520661157",0,"0,4214876033",0,"0,3140495868",0,"0,2066115702",0,"0,1157024793",0,"0,07438016529",0,"0,04132231405",0,"0,02479338843",0,"0,5666666667","0,5008190014",,,,,,,"0,06666666667","0,06666666667","0,1166666667","0,1666666667","0,2166666667",
122,"1,24",1,"0,5245901639",1,"0,4262295082",1,"0,3196721311",1,"0,2131147541",0,"0,1147540984",0,"0,0737704918",0,"0,04098360656",0,"0,02459016393",1,"0,55","0,5008190014","0,8782517664",,"-0,04812524052","-0,001558720774","0,01430123617","0,00005613918254","0,03333333333","0,05","0,08333333333","0,1333333333","0,2",
